B00, 0
B01, 0
B02, 0
B03, 0
B04, 4
B04, Trade, 77941.983, 63, B04, S01, 1
B04, Trade, 142522.650, 63, B04, S00, 1
B04, Trade, 315397.683, 63, B04, S00, 1
B04, Trade, 2319924.430, 63, B04, S02, 1
B05, 29
B05, Trade, 89905.000, 67, B05, S03, 1
B05, Trade, 138807.783, 67, B05, S03, 1
B05, Trade, 138842.050, 67, B05, S02, 1
B05, Trade, 139332.083, 67, S04, B05, 1
B05, Trade, 142187.767, 67, B05, S00, 1
B05, Trade, 143254.867, 67, B05, S04, 1
B05, Trade, 181037.900, 67, B05, S04, 1
B05, Trade, 474851.550, 67, B05, S00, 1
B05, Trade, 1456213.700, 67, B05, S01, 1
B05, Trade, 1509127.950, 67, B05, S01, 1
B05, Trade, 1676625.966, 67, B05, S00, 1
B05, Trade, 1685016.649, 67, B05, S01, 1
B05, Trade, 1685035.883, 67, B05, S04, 1
B05, Trade, 1685938.166, 65, B05, S01, 1
B05, Trade, 1688294.999, 66, B05, S01, 1
B05, Trade, 1688572.116, 67, B05, S00, 1
B05, Trade, 1688615.599, 67, B05, S01, 1
B05, Trade, 1689156.616, 67, B05, S01, 1
B05, Trade, 1689770.833, 66, B05, S04, 1
B05, Trade, 1690210.999, 66, B05, S00, 1
B05, Trade, 1691569.299, 67, B05, S00, 1
B05, Trade, 1924752.665, 67, B05, S01, 1
B05, Trade, 2258949.280, 67, B05, S04, 1
B05, Trade, 2259793.664, 67, B05, S01, 1
B05, Trade, 2326213.497, 67, B05, S02, 1
B05, Trade, 2367092.797, 67, B05, S04, 1
B05, Trade, 2539174.279, 67, B05, S02, 1
B05, Trade, 2539397.579, 67, B05, S02, 1
B05, Trade, 2540346.496, 67, B05, S03, 1
B06, 48
B06, Trade, 43347.583, 70, S06, B06, 1
B06, Trade, 77022.550, 68, B06, S05, 1
B06, Trade, 77942.267, 70, B06, S03, 1
B06, Trade, 116777.133, 70, S06, B06, 1
B06, Trade, 182053.350, 70, B06, S04, 1
B06, Trade, 182084.550, 70, B06, S04, 1
B06, Trade, 182584.533, 69, B06, S04, 1
B06, Trade, 183131.517, 70, B06, S02, 1
B06, Trade, 183646.350, 70, B06, S04, 1
B06, Trade, 185258.700, 68, B06, S04, 1
B06, Trade, 193882.600, 70, B06, S02, 1
B06, Trade, 206989.433, 70, B06, S02, 1
B06, Trade, 239716.000, 69, B06, S05, 1
B06, Trade, 268574.467, 70, B06, S00, 1
B06, Trade, 270857.700, 70, B06, S00, 1
B06, Trade, 299605.517, 70, B06, S04, 1
B06, Trade, 435178.700, 70, B06, S02, 1
B06, Trade, 436167.083, 70, B06, S03, 1
B06, Trade, 437119.400, 70, B06, S02, 1
B06, Trade, 466929.583, 70, B06, S01, 1
B06, Trade, 473291.250, 70, B06, S02, 1
B06, Trade, 479102.183, 70, B06, S00, 1
B06, Trade, 801198.284, 70, B06, S04, 1
B06, Trade, 804769.101, 70, B06, S04, 1
B06, Trade, 805908.017, 69, B06, S04, 1
B06, Trade, 857990.051, 70, B06, S02, 1
B06, Trade, 863612.018, 69, B06, S04, 1
B06, Trade, 923323.418, 70, B06, S04, 1
B06, Trade, 1001808.935, 70, B06, S02, 1
B06, Trade, 1039356.702, 70, B06, S02, 1
B06, Trade, 1047769.102, 70, B06, S05, 1
B06, Trade, 1155979.485, 70, B06, S03, 1
B06, Trade, 1160051.851, 70, B06, S04, 1
B06, Trade, 1160432.568, 70, B06, S05, 1
B06, Trade, 1160656.618, 70, B06, S06, 1
B06, Trade, 1164542.935, 70, B06, S05, 1
B06, Trade, 1165972.601, 70, B06, S01, 1
B06, Trade, 1243680.351, 70, B06, S03, 1
B06, Trade, 1509127.917, 70, B06, S04, 1
B06, Trade, 1794708.932, 70, B06, S01, 1
B06, Trade, 1799746.982, 70, B06, S02, 1
B06, Trade, 1827087.515, 70, B06, S04, 1
B06, Trade, 2272206.897, 70, B06, S02, 1
B06, Trade, 2535028.946, 69, B06, S04, 1
B06, Trade, 2562792.413, 70, B06, S05, 1
B06, Trade, 2583635.096, 70, B06, S00, 1
B06, Trade, 2583992.246, 70, B06, S03, 1
B06, Trade, 2584722.996, 70, B06, S05, 1
B07, 100
B07, Trade, 2317824.514, 74, B07, S06, 1
B07, Trade, 2318416.847, 74, B07, S06, 1
B07, Trade, 2318687.197, 73, B07, S02, 1
B07, Trade, 2319270.314, 74, B07, S00, 1
B07, Trade, 2319683.780, 74, B07, S04, 1
B07, Trade, 2320625.030, 74, B07, S04, 1
B07, Trade, 2320796.447, 74, B07, S02, 1
B07, Trade, 2321865.014, 74, B07, S01, 1
B07, Trade, 2322634.830, 73, B07, S06, 1
B07, Trade, 2322694.414, 74, B07, S05, 1
B07, Trade, 2322886.830, 74, B07, S06, 1
B07, Trade, 2322914.397, 73, B07, S01, 1
B07, Trade, 2322983.964, 74, B07, S04, 1
B07, Trade, 2323527.614, 74, B07, S04, 1
B07, Trade, 2324928.114, 74, B07, S00, 1
B07, Trade, 2325405.130, 73, B07, S05, 1
B07, Trade, 2325425.697, 74, B07, S01, 1
B07, Trade, 2327703.447, 69, B07, S01, 1
B07, Trade, 2358827.747, 74, B07, S00, 1
B07, Trade, 2359606.047, 74, B07, S06, 1
B07, Trade, 2377645.497, 74, B07, S02, 1
B07, Trade, 2377898.297, 74, B07, S06, 1
B07, Trade, 2378961.330, 74, B07, S00, 1
B07, Trade, 2379360.447, 74, B07, S03, 1
B07, Trade, 2380127.913, 74, B07, S02, 1
B07, Trade, 2404906.530, 74, B07, S05, 1
B07, Trade, 2408279.380, 71, B07, S06, 1
B07, Trade, 2409870.963, 74, B07, S02, 1
B07, Trade, 2410117.697, 74, B07, S00, 1
B07, Trade, 2410396.430, 74, B07, S03, 1
B07, Trade, 2411619.113, 74, B07, S02, 1
B07, Trade, 2431084.746, 74, B07, S01, 1
B07, Trade, 2432947.096, 73, B07, S05, 1
B07, Trade, 2435292.530, 74, B07, S06, 1
B07, Trade, 2438143.480, 73, B07, S02, 1
B07, Trade, 2442107.596, 73, B07, S05, 1
B07, Trade, 2467586.846, 74, B07, S01, 1
B07, Trade, 2534434.546, 74, B07, S02, 1
B07, Trade, 2534518.363, 74, B07, S04, 1
B07, Trade, 2534561.913, 74, B07, S03, 1
B07, Trade, 2534669.696, 74, B07, S00, 1
B07, Trade, 2534708.629, 74, B07, S00, 1
B07, Trade, 2534736.129, 74, B07, S02, 1
B07, Trade, 2534765.929, 74, B07, S03, 1
B07, Trade, 2534802.396, 74, B07, S00, 1
B07, Trade, 2534871.913, 74, B07, S04, 1
B07, Trade, 2534911.779, 74, B07, S04, 1
B07, Trade, 2535028.179, 74, B07, S02, 1
B07, Trade, 2535328.813, 74, B07, S02, 1
B07, Trade, 2535418.946, 74, B07, S03, 1
B07, Trade, 2535479.063, 74, B07, S02, 1
B07, Trade, 2535499.163, 74, B07, S00, 1
B07, Trade, 2535597.679, 74, B07, S02, 1
B07, Trade, 2535670.796, 74, B07, S02, 1
B07, Trade, 2535728.979, 74, B07, S04, 1
B07, Trade, 2536110.063, 74, B07, S00, 1
B07, Trade, 2536142.579, 74, B07, S04, 1
B07, Trade, 2536222.163, 74, B07, S05, 1
B07, Trade, 2536283.113, 74, B07, S00, 1
B07, Trade, 2536355.379, 74, B07, S02, 1
B07, Trade, 2536573.746, 74, B07, S00, 1
B07, Trade, 2536619.179, 74, B07, S03, 1
B07, Trade, 2536833.313, 74, B07, S02, 1
B07, Trade, 2536844.379, 74, B07, S02, 1
B07, Trade, 2536978.496, 74, B07, S02, 1
B07, Trade, 2537136.546, 74, B07, S05, 1
B07, Trade, 2537236.979, 74, B07, S04, 1
B07, Trade, 2537310.113, 74, B07, S00, 1
B07, Trade, 2537405.546, 74, B07, S05, 1
B07, Trade, 2537600.679, 74, B07, S02, 1
B07, Trade, 2537867.963, 74, B07, S00, 1
B07, Trade, 2538249.646, 74, B07, S03, 1
B07, Trade, 2538401.429, 74, B07, S05, 1
B07, Trade, 2538497.946, 74, B07, S02, 1
B07, Trade, 2538557.146, 71, B07, S02, 1
B07, Trade, 2538728.163, 74, B07, S03, 1
B07, Trade, 2538839.879, 74, B07, S00, 1
B07, Trade, 2538891.296, 74, B07, S05, 1
B07, Trade, 2538948.513, 74, B07, S02, 1
B07, Trade, 2538990.929, 74, B07, S04, 1
B07, Trade, 2539174.213, 74, B07, S05, 1
B07, Trade, 2539397.296, 74, B07, S03, 1
B07, Trade, 2539928.463, 74, B07, S03, 1
B07, Trade, 2540030.113, 74, B07, S00, 1
B07, Trade, 2540284.846, 74, B07, S04, 1
B07, Trade, 2540376.346, 74, B07, S05, 1
B07, Trade, 2540385.096, 74, B07, S02, 1
B07, Trade, 2540425.246, 74, B07, S03, 1
B07, Trade, 2540474.029, 74, B07, S02, 1
B07, Trade, 2540510.229, 74, B07, S02, 1
B07, Trade, 2540569.463, 74, B07, S05, 1
B07, Trade, 2540815.796, 74, B07, S00, 1
B07, Trade, 2540927.979, 74, B07, S04, 1
B07, Trade, 2541021.213, 74, B07, S02, 1
B07, Trade, 2541246.746, 74, B07, S04, 1
B07, Trade, 2541592.046, 74, B07, S03, 1
B07, Trade, 2556193.163, 74, B07, S05, 1
B07, Trade, 2559891.263, 74, B07, S05, 1
B07, Trade, 2561076.296, 74, B07, S05, 1
B07, Trade, 2562791.746, 74, B07, S04, 1
B08, 100
B08, Trade, 2436990.763, 77, B08, S02, 1
B08, Trade, 2437548.980, 77, B08, S01, 1
B08, Trade, 2437985.863, 77, B08, S05, 1
B08, Trade, 2438068.130, 77, B08, S00, 1
B08, Trade, 2438143.296, 77, B08, S00, 1
B08, Trade, 2438144.946, 65, B08, S00, 1
B08, Trade, 2438247.846, 77, B08, S00, 1
B08, Trade, 2438443.896, 77, B08, S02, 1
B08, Trade, 2438487.413, 76, B08, S00, 1
B08, Trade, 2439137.713, 77, B08, S05, 1
B08, Trade, 2439166.546, 77, B08, S00, 1
B08, Trade, 2439294.763, 77, B08, S01, 1
B08, Trade, 2439431.480, 77, B08, S05, 1
B08, Trade, 2439882.063, 77, B08, S00, 1
B08, Trade, 2440141.346, 77, B08, S02, 1
B08, Trade, 2442107.080, 76, B08, S04, 1
B08, Trade, 2445622.030, 77, B08, S00, 1
B08, Trade, 2446300.780, 76, B08, S04, 1
B08, Trade, 2446704.463, 75, B08, S01, 1
B08, Trade, 2447294.880, 76, B08, S04, 1
B08, Trade, 2462414.813, 77, B08, S02, 1
B08, Trade, 2462626.480, 76, B08, S02, 1
B08, Trade, 2462632.113, 77, B08, S01, 1
B08, Trade, 2463749.196, 76, B08, S05, 1
B08, Trade, 2464585.030, 77, B08, S05, 1
B08, Trade, 2465485.913, 77, B08, S01, 1
B08, Trade, 2466170.346, 77, B08, S02, 1
B08, Trade, 2466199.963, 77, B08, S05, 1
B08, Trade, 2466812.196, 77, B08, S05, 1
B08, Trade, 2469025.396, 76, B08, S02, 1
B08, Trade, 2469319.563, 77, B08, S05, 1
B08, Trade, 2470437.796, 76, B08, S05, 1
B08, Trade, 2470439.596, 77, B08, S02, 1
B08, Trade, 2470517.280, 77, B08, S04, 1
B08, Trade, 2471108.130, 76, B08, S06, 1
B08, Trade, 2471427.130, 76, B08, S06, 1
B08, Trade, 2471484.380, 77, B08, S06, 1
B08, Trade, 2471587.513, 77, B08, S03, 1
B08, Trade, 2472759.363, 77, B08, S03, 1
B08, Trade, 2472863.013, 77, B08, S03, 1
B08, Trade, 2473312.613, 77, B08, S00, 1
B08, Trade, 2474353.496, 77, B08, S00, 1
B08, Trade, 2474457.813, 76, B08, S00, 1
B08, Trade, 2476454.896, 77, B08, S03, 1
B08, Trade, 2485025.730, 77, B08, S02, 1
B08, Trade, 2487451.430, 77, B08, S02, 1
B08, Trade, 2487786.280, 77, B08, S05, 1
B08, Trade, 2490311.396, 77, B08, S02, 1
B08, Trade, 2490594.313, 77, B08, S04, 1
