B00, 0
B01, 0
B02, 1
B02, Trade, 1654344.599, 56, B02, S01, 1
B03, 0
B04, 6
B04, Trade, 53491.333, 63, B04, S01, 1
B04, Trade, 320153.533, 61, B04, S02, 1
B04, Trade, 321353.700, 63, B04, S03, 1
B04, Trade, 641135.517, 62, B04, S01, 1
B04, Trade, 1094712.318, 63, B04, S01, 1
B04, Trade, 2031023.665, 63, B04, S03, 1
B05, 35
B05, Trade, 11512.933, 67, B05, S04, 1
B05, Trade, 116951.317, 66, B05, S01, 1
B05, Trade, 118471.533, 66, B05, S03, 1
B05, Trade, 118580.183, 62, B05, S01, 1
B05, Trade, 118912.917, 66, B05, S03, 1
B05, Trade, 227590.750, 67, B05, S02, 1
B05, Trade, 237917.017, 66, B05, S01, 1
B05, Trade, 384031.850, 67, B05, S05, 1
B05, Trade, 385675.917, 66, B05, S02, 1
B05, Trade, 385746.767, 67, B05, S02, 1
B05, Trade, 387986.800, 67, B05, S02, 1
B05, Trade, 388481.133, 67, B05, S01, 1
B05, Trade, 425578.483, 67, B05, S05, 1
B05, Trade, 427326.567, 67, B05, S01, 1
B05, Trade, 428648.550, 67, B05, S05, 1
B05, Trade, 430073.633, 67, B05, S01, 1
B05, Trade, 430365.700, 67, B05, S03, 1
B05, Trade, 430617.633, 67, B05, S05, 1
B05, Trade, 431640.700, 67, B05, S02, 1
B05, Trade, 431732.200, 67, B05, S02, 1
B05, Trade, 442952.583, 67, B05, S04, 1
B05, Trade, 445346.150, 67, B05, S03, 1
B05, Trade, 491954.217, 67, B05, S03, 1
B05, Trade, 534405.233, 67, B05, S01, 1
B05, Trade, 539706.267, 67, B05, S05, 1
B05, Trade, 738742.534, 67, B05, S01, 1
B05, Trade, 741544.884, 67, B05, S04, 1
B05, Trade, 782868.784, 67, B05, S04, 1
B05, Trade, 843244.151, 67, B05, S01, 1
B05, Trade, 845690.734, 67, B05, S01, 1
B05, Trade, 849561.651, 67, B05, S02, 1
B05, Trade, 1073413.352, 66, B05, S01, 1
B05, Trade, 1243157.218, 67, B05, S03, 1
B05, Trade, 1654173.066, 65, B05, S02, 1
B05, Trade, 2115893.064, 67, B05, S02, 1
B06, 100
B06, Trade, 1097223.585, 70, B06, S05, 1
B06, Trade, 1097382.501, 70, B06, S01, 1
B06, Trade, 1097885.568, 70, B06, S04, 1
B06, Trade, 1099251.735, 70, B06, S02, 1
B06, Trade, 1099731.985, 70, B06, S04, 1
B06, Trade, 1100022.051, 70, B06, S01, 1
B06, Trade, 1100265.351, 70, B06, S01, 1
B06, Trade, 1126841.401, 70, B06, S05, 1
B06, Trade, 1184017.818, 70, B06, S01, 1
B06, Trade, 1184794.368, 69, B06, S02, 1
B06, Trade, 1186800.918, 70, B06, S01, 1
B06, Trade, 1248645.668, 70, B06, S01, 1
B06, Trade, 1249768.618, 70, B06, S04, 1
B06, Trade, 1269847.001, 70, B06, S06, 1
B06, Trade, 1270730.384, 70, B06, S01, 1
B06, Trade, 1272695.834, 70, B06, S04, 1
B06, Trade, 1275943.767, 70, B06, S02, 1
B06, Trade, 1283210.951, 70, B06, S03, 1
B06, Trade, 1285057.801, 70, B06, S04, 1
