B00, 0
B01, 0
B02, 0
B03, 4
B03, Trade, 259498.283, 60, B03, S01, 1
B03, Trade, 743655.384, 60, B03, S01, 1
B03, Trade, 1135961.235, 60, B03, S02, 1
B03, Trade, 2420194.830, 59, B03, S02, 1
B04, 28
B04, Trade, 11926.867, 63, B04, S00, 1
B04, Trade, 609302.300, 63, B04, S00, 1
B04, Trade, 773311.884, 63, B04, S03, 1
B04, Trade, 786866.534, 63, B04, S02, 1
B04, Trade, 812736.251, 61, B04, S01, 1
B04, Trade, 836197.784, 63, B04, S00, 1
B04, Trade, 836230.718, 63, B04, S00, 1
B04, Trade, 836435.068, 62, B04, S00, 1
B04, Trade, 841023.868, 63, B04, S00, 1
B04, Trade, 898502.851, 62, B04, S02, 1
B04, Trade, 1180819.518, 63, B04, S00, 1
B04, Trade, 1187449.268, 63, B04, S02, 1
B04, Trade, 1189330.618, 63, B04, S00, 1
B04, Trade, 1190096.518, 63, B04, S02, 1
B04, Trade, 1190192.084, 63, B04, S00, 1
B04, Trade, 1191132.201, 63, B04, S03, 1
B04, Trade, 1191677.201, 62, B04, S00, 1
B04, Trade, 1192968.034, 63, B04, S02, 1
B04, Trade, 1193010.734, 62, B04, S00, 1
B04, Trade, 1193201.584, 63, B04, S00, 1
B04, Trade, 1194244.334, 63, B04, S03, 1
B04, Trade, 1194945.918, 63, B04, S02, 1
B04, Trade, 1201047.934, 63, B04, S02, 1
B04, Trade, 1287429.251, 63, B04, S00, 1
B04, Trade, 2420194.280, 63, B04, S01, 1
B04, Trade, 2420258.296, 63, B04, S01, 1
B04, Trade, 2420506.813, 63, B04, S00, 1
B04, Trade, 2425545.213, 63, B04, S01, 1
B05, 85
B05, Trade, 532604.067, 65, B05, S03, 1
B05, Trade, 742173.151, 67, B05, S01, 1
B05, Trade, 742192.184, 67, B05, S04, 1
B05, Trade, 742374.967, 67, B05, S04, 1
B05, Trade, 744024.834, 67, B05, S01, 1
B05, Trade, 744651.567, 67, B05, S02, 1
B05, Trade, 746270.084, 67, B05, S02, 1
B05, Trade, 746867.717, 67, B05, S04, 1
B05, Trade, 747726.601, 67, B05, S04, 1
B05, Trade, 754510.117, 67, B05, S03, 1
B05, Trade, 770521.651, 67, B05, S03, 1
B05, Trade, 771008.617, 67, B05, S03, 1
B05, Trade, 772820.051, 67, B05, S04, 1
B05, Trade, 772938.734, 67, B05, S03, 1
B05, Trade, 775798.751, 67, B05, S03, 1
B05, Trade, 923621.018, 65, B05, S00, 1
B05, Trade, 1175327.351, 67, B05, S00, 1
B05, Trade, 1175598.018, 67, B05, S01, 1
B05, Trade, 1176572.551, 67, B05, S01, 1
B05, Trade, 1178556.234, 67, B05, S02, 1
B05, Trade, 1178750.118, 67, B05, S04, 1
B05, Trade, 1178936.334, 67, B05, S02, 1
B05, Trade, 1180789.084, 67, B05, S00, 1
B05, Trade, 1180818.884, 67, B05, S04, 1
B05, Trade, 1180931.134, 67, B05, S03, 1
B05, Trade, 1180955.718, 67, B05, S00, 1
B05, Trade, 1181088.501, 67, B05, S03, 1
B05, Trade, 1181412.534, 67, B05, S04, 1
B05, Trade, 1181619.434, 67, B05, S04, 1
B05, Trade, 1182213.468, 67, B05, S02, 1
B05, Trade, 1182393.634, 66, B05, S04, 1
B05, Trade, 1183839.251, 67, B05, S02, 1
B05, Trade, 1184753.168, 67, B05, S00, 1
B05, Trade, 1185166.551, 67, B05, S04, 1
B05, Trade, 1185372.934, 67, B05, S01, 1
B05, Trade, 1185526.118, 67, B05, S00, 1
B05, Trade, 1186208.934, 67, B05, S02, 1
B05, Trade, 1186588.434, 67, B05, S00, 1
B05, Trade, 1187139.018, 67, B05, S02, 1
B05, Trade, 1187229.351, 67, B05, S04, 1
B05, Trade, 1187607.118, 67, B05, S01, 1
B05, Trade, 1201477.334, 67, B05, S04, 1
B05, Trade, 1217131.668, 67, B05, S02, 1
B05, Trade, 1222036.818, 67, B05, S00, 1
B05, Trade, 1243157.918, 67, B05, S00, 1
B05, Trade, 1243961.084, 67, B05, S01, 1
B05, Trade, 1244211.634, 67, B05, S00, 1
B05, Trade, 1250435.851, 67, B05, S05, 1
B05, Trade, 1251736.368, 67, B05, S00, 1
B05, Trade, 1255173.068, 67, B05, S00, 1
B05, Trade, 1257507.467, 67, B05, S02, 1
B05, Trade, 1259929.851, 67, B05, S01, 1
B05, Trade, 1347271.217, 67, B05, S03, 1
B05, Trade, 1348206.467, 67, B05, S02, 1
B05, Trade, 1349621.500, 67, B05, S02, 1
B05, Trade, 1349733.484, 67, B05, S03, 1
B05, Trade, 1350916.217, 67, B05, S02, 1
B05, Trade, 1351969.250, 67, B05, S03, 1
B05, Trade, 1352390.367, 67, B05, S00, 1
B05, Trade, 1352819.334, 67, B05, S00, 1
B05, Trade, 1385663.884, 67, B05, S03, 1
B05, Trade, 1486582.350, 67, B05, S04, 1
B05, Trade, 1486799.967, 67, B05, S02, 1
B05, Trade, 1488665.850, 67, B05, S03, 1
B05, Trade, 1488725.467, 67, B05, S03, 1
B05, Trade, 1489543.733, 67, B05, S01, 1
B05, Trade, 1570853.733, 66, B05, S02, 1
B05, Trade, 1575490.500, 67, B05, S02, 1
B05, Trade, 1728372.782, 67, B05, S04, 1
B05, Trade, 1728900.982, 67, B05, S03, 1
B05, Trade, 1729455.016, 67, B05, S00, 1
B05, Trade, 1730950.099, 66, B05, S04, 1
B05, Trade, 1732082.299, 67, B05, S03, 1
B05, Trade, 1732542.416, 67, B05, S04, 1
B05, Trade, 1732826.966, 67, B05, S03, 1
B05, Trade, 1890136.248, 67, B05, S02, 1
B05, Trade, 1890922.865, 67, B05, S04, 1
B05, Trade, 2277000.964, 67, B05, S02, 1
B05, Trade, 2319636.164, 67, B05, S02, 1
B05, Trade, 2320142.480, 67, B05, S00, 1
B05, Trade, 2320867.797, 67, B05, S02, 1
B05, Trade, 2322192.647, 67, B05, S04, 1
B05, Trade, 2322311.547, 67, B05, S01, 1
B05, Trade, 2324930.280, 67, B05, S04, 1
B05, Trade, 2428225.880, 67, B05, S02, 1
B06, 100
B06, Trade, 1196341.368, 70, B06, S04, 1
B06, Trade, 1196529.668, 70, B06, S02, 1
B06, Trade, 1196676.501, 70, B06, S03, 1
B06, Trade, 1196760.201, 70, B06, S01, 1
B06, Trade, 1197223.951, 68, B06, S00, 1
B06, Trade, 1197894.218, 70, B06, S00, 1
B06, Trade, 1197947.534, 70, B06, S03, 1
B06, Trade, 1198014.934, 69, B06, S02, 1
B06, Trade, 1198078.318, 70, B06, S06, 1
B06, Trade, 1198157.301, 70, B06, S04, 1
B06, Trade, 1198498.184, 70, B06, S01, 1
B06, Trade, 1198778.951, 70, B06, S04, 1
B06, Trade, 1199130.668, 70, B06, S02, 1
B06, Trade, 1199496.368, 70, B06, S01, 1
B06, Trade, 1200443.968, 70, B06, S00, 1
B06, Trade, 1201177.584, 70, B06, S03, 1
B06, Trade, 1201408.368, 70, B06, S00, 1
B06, Trade, 1201476.718, 70, B06, S00, 1
B06, Trade, 1201946.534, 70, B06, S03, 1
B06, Trade, 1202072.051, 70, B06, S02, 1
B06, Trade, 1211232.001, 70, B06, S00, 1
B06, Trade, 1213185.434, 70, B06, S00, 1
B06, Trade, 1318635.617, 70, B06, S05, 1
B06, Trade, 1364461.100, 70, B06, S05, 1
B06, Trade, 1367382.850, 70, B06, S05, 1
B06, Trade, 1376261.484, 70, B06, S02, 1
B06, Trade, 1379370.467, 70, B06, S03, 1
B06, Trade, 1398172.550, 70, B06, S05, 1
B06, Trade, 1405244.650, 69, B06, S03, 1
B06, Trade, 1436670.483, 68, B06, S04, 1
B06, Trade, 1483814.983, 68, B06, S02, 1
B06, Trade, 1485334.400, 69, B06, S03, 1
B06, Trade, 1486746.783, 70, B06, S03, 1
B06, Trade, 1488892.550, 69, B06, S01, 1
B06, Trade, 1489543.533, 69, B06, S00, 1
B06, Trade, 1526688.150, 70, B06, S03, 1
B06, Trade, 1563694.816, 70, B06, S05, 1
B06, Trade, 1564758.466, 70, B06, S05, 1
B06, Trade, 1567984.183, 70, B06, S04, 1
B06, Trade, 1614712.149, 70, B06, S04, 1
B06, Trade, 1616814.233, 70, B06, S03, 1
B06, Trade, 1620081.883, 70, B06, S00, 1
B06, Trade, 1621031.249, 67, B06, S04, 1
B06, Trade, 1621832.249, 70, B06, S04, 1
B06, Trade, 1622798.833, 69, B06, S00, 1
B06, Trade, 1622823.366, 70, B06, S03, 1
B06, Trade, 1623780.133, 70, B06, S04, 1
B06, Trade, 1624391.649, 70, B06, S02, 1
B06, Trade, 1625353.349, 70, B06, S02, 1
B06, Trade, 1625384.333, 70, B06, S05, 1
B06, Trade, 1625930.799, 70, B06, S00, 1
B06, Trade, 1625986.866, 70, B06, S00, 1
B06, Trade, 1626581.699, 70, B06, S02, 1
B06, Trade, 1626926.866, 70, B06, S05, 1
B06, Trade, 1673263.799, 70, B06, S00, 1
B06, Trade, 1674791.366, 70, B06, S05, 1
B06, Trade, 1703672.433, 70, B06, S00, 1
B06, Trade, 1731335.282, 69, S05, B06, 1
B06, Trade, 1731392.366, 68, S00, B06, 1
B06, Trade, 1743739.382, 70, B06, S04, 1
B06, Trade, 1757365.949, 70, B06, S00, 1
B06, Trade, 1916134.115, 70, B06, S04, 1
B06, Trade, 1916543.048, 70, B06, S01, 1
B06, Trade, 1917294.332, 70, B06, S01, 1
B06, Trade, 1935138.748, 70, B06, S04, 1
B06, Trade, 1939951.515, 70, B06, S00, 1
B06, Trade, 1960458.448, 70, B06, S01, 1
B06, Trade, 1963190.998, 70, B06, S01, 1
B06, Trade, 1990790.381, 69, B06, S02, 1
B06, Trade, 2020543.248, 70, B06, S00, 1
B06, Trade, 2020952.348, 70, B06, S05, 1
B06, Trade, 2021957.415, 70, B06, S05, 1
B06, Trade, 2022513.681, 70, B06, S00, 1
B06, Trade, 2023106.431, 70, B06, S00, 1
B06, Trade, 2040043.081, 70, B06, S00, 1
B06, Trade, 2131534.381, 70, B06, S02, 1
B06, Trade, 2247574.347, 70, B06, S04, 1
B06, Trade, 2247866.147, 70, B06, S01, 1
B06, Trade, 2251726.697, 70, B06, S01, 1
B06, Trade, 2252355.414, 70, B06, S04, 1
B06, Trade, 2277029.280, 70, B06, S03, 1
B06, Trade, 2365198.747, 69, B06, S01, 1
B06, Trade, 2366701.697, 70, B06, S00, 1
