B00, 0
B01, 0
B02, 0
B03, 4
B03, Trade, 1028539.735, 60, B03, S01, 1
B03, Trade, 1029437.902, 60, B03, S00, 1
B03, Trade, 1397689.100, 208, B03, S01, 1
B03, Trade, 2580672.846, 210, B03, S00, 1
B04, 23
B04, Trade, 1296010.917, 125, S22, B04, 1
B04, Trade, 1306611.251, 213, B04, S04, 1
B04, Trade, 1312027.717, 213, B04, S00, 1
B04, Trade, 1312767.301, 213, B04, S03, 1
B04, Trade, 1314055.684, 213, B04, S02, 1
B04, Trade, 1314445.717, 213, B04, S02, 1
B04, Trade, 1314670.784, 213, B04, S01, 1
B04, Trade, 1314875.301, 213, B04, S00, 1
B04, Trade, 1314988.884, 213, B04, S01, 1
B04, Trade, 1315211.517, 213, B04, S01, 1
B04, Trade, 1316639.867, 213, B04, S00, 1
B04, Trade, 1335915.167, 213, B04, S02, 1
B04, Trade, 1397689.067, 213, B04, S04, 1
B04, Trade, 1403714.967, 213, B04, S01, 1
B04, Trade, 1599512.133, 213, B04, S01, 1
B04, Trade, 1965337.782, 213, B04, S00, 1
B04, Trade, 2328049.014, 213, B04, S02, 1
B04, Trade, 2331352.447, 213, B04, S00, 1
B04, Trade, 2527993.979, 213, B04, S00, 1
B04, Trade, 2581044.913, 212, B04, S02, 1
B04, Trade, 2581846.179, 212, B04, S00, 1
B04, Trade, 2582807.096, 213, B04, S03, 1
B04, Trade, 2587233.496, 213, B04, S00, 1
B05, 100
B05, Trade, 1311068.151, 217, B05, S04, 1
B05, Trade, 1311280.534, 217, B05, S01, 1
B05, Trade, 1311303.767, 217, B05, S03, 1
B05, Trade, 1311322.134, 217, B05, S01, 1
B05, Trade, 1311378.217, 217, B05, S00, 1
B05, Trade, 1311492.034, 217, B05, S00, 1
B05, Trade, 1311538.417, 217, B05, S00, 1
B05, Trade, 1311552.001, 216, B05, S03, 1
B05, Trade, 1311657.901, 217, B05, S01, 1
B05, Trade, 1311853.834, 217, B05, S00, 1
B05, Trade, 1311915.884, 217, B05, S01, 1
B05, Trade, 1311957.251, 214, B05, S01, 1
B05, Trade, 1311974.934, 217, B05, S03, 1
B05, Trade, 1312022.367, 217, B05, S00, 1
B05, Trade, 1312117.784, 217, B05, S05, 1
B05, Trade, 1312186.667, 217, B05, S03, 1
B05, Trade, 1312385.001, 217, B05, S03, 1
B05, Trade, 1312421.734, 217, B05, S03, 1
B05, Trade, 1312445.967, 217, B05, S00, 1
B05, Trade, 1312496.651, 217, B05, S03, 1
B05, Trade, 1312659.867, 217, B05, S02, 1
B05, Trade, 1312767.101, 215, B05, S02, 1
B05, Trade, 1312846.084, 217, B05, S04, 1
B05, Trade, 1312909.584, 217, B05, S00, 1
B05, Trade, 1313439.851, 217, B05, S01, 1
B05, Trade, 1313710.001, 217, B05, S02, 1
B05, Trade, 1313766.367, 217, B05, S04, 1
B05, Trade, 1313783.534, 217, B05, S05, 1
B05, Trade, 1313972.467, 217, B05, S01, 1
B05, Trade, 1314028.217, 217, B05, S00, 1
B05, Trade, 1314045.001, 217, B05, S00, 1
B05, Trade, 1314223.084, 215, B05, S00, 1
B05, Trade, 1314401.834, 217, B05, S00, 1
B05, Trade, 1314479.367, 217, B05, S01, 1
B05, Trade, 1314526.367, 217, B05, S04, 1
B05, Trade, 1314598.234, 214, B05, S04, 1
B05, Trade, 1314658.367, 217, B05, S03, 1
B05, Trade, 1314669.884, 217, B05, S03, 1
B05, Trade, 1314987.934, 217, B05, S02, 1
B05, Trade, 1315211.367, 217, B05, S00, 1
B05, Trade, 1315258.867, 217, B05, S00, 1
B05, Trade, 1315295.701, 217, B05, S01, 1
B05, Trade, 1315396.167, 217, B05, S01, 1
B05, Trade, 1315423.034, 217, B05, S01, 1
B05, Trade, 1315515.751, 217, B05, S00, 1
B05, Trade, 1315623.434, 217, B05, S02, 1
B05, Trade, 1315704.984, 217, B05, S00, 1
B05, Trade, 1315717.717, 217, B05, S04, 1
B05, Trade, 1315984.001, 217, B05, S02, 1
B05, Trade, 1316108.451, 216, B05, S00, 1
B05, Trade, 1316177.901, 217, B05, S03, 1
B05, Trade, 1316470.967, 217, B05, S03, 1
B05, Trade, 1316548.584, 217, B05, S02, 1
B05, Trade, 1316754.451, 217, B05, S01, 1
B05, Trade, 1316791.801, 217, B05, S01, 1
B05, Trade, 1316827.667, 217, B05, S01, 1
B05, Trade, 1316935.401, 217, B05, S04, 1
B05, Trade, 1316985.717, 217, B05, S01, 1
B05, Trade, 1317003.584, 217, B05, S03, 1
B05, Trade, 1317039.601, 217, B05, S05, 1
B05, Trade, 1317198.751, 217, B05, S00, 1
B05, Trade, 1317291.384, 217, B05, S04, 1
B05, Trade, 1317375.167, 217, B05, S03, 1
B05, Trade, 1317482.834, 217, B05, S01, 1
B05, Trade, 1317589.084, 217, B05, S01, 1
B05, Trade, 1355404.734, 217, B05, S03, 1
B05, Trade, 1367066.617, 217, B05, S02, 1
B05, Trade, 1488752.433, 216, B05, S01, 1
B05, Trade, 1513818.017, 215, B05, S00, 1
B05, Trade, 1518474.283, 217, B05, S02, 1
B05, Trade, 1597989.816, 217, B05, S02, 1
B05, Trade, 1912682.632, 217, B05, S05, 1
B05, Trade, 1914806.065, 217, B05, S03, 1
B05, Trade, 1989273.548, 217, B05, S04, 1
B05, Trade, 2003601.198, 217, B05, S04, 1
B05, Trade, 2038039.898, 217, B05, S04, 1
B05, Trade, 2039534.415, 217, B05, S02, 1
B05, Trade, 2041056.931, 217, B05, S03, 1
B05, Trade, 2041325.065, 215, B05, S03, 1
B05, Trade, 2041870.698, 217, B05, S03, 1
B05, Trade, 2042422.148, 217, B05, S04, 1
B05, Trade, 2044227.048, 217, B05, S02, 1
B05, Trade, 2044758.315, 216, B05, S02, 1
B05, Trade, 2071927.664, 217, B05, S03, 1
B05, Trade, 2256422.247, 217, B05, S01, 1
B05, Trade, 2326434.397, 217, B05, S03, 1
B05, Trade, 2327601.380, 217, B05, S04, 1
B05, Trade, 2331352.347, 217, B05, S03, 1
B05, Trade, 2331661.480, 217, B05, S03, 1
B05, Trade, 2369525.763, 216, B05, S00, 1
B05, Trade, 2377847.047, 217, B05, S04, 1
B05, Trade, 2518845.846, 215, B05, S03, 1
B05, Trade, 2528576.763, 216, B05, S02, 1
B05, Trade, 2528887.396, 217, B05, S00, 1
B05, Trade, 2529489.746, 217, B05, S02, 1
B05, Trade, 2529967.329, 217, B05, S02, 1
B05, Trade, 2531961.596, 217, B05, S03, 1
B05, Trade, 2533624.146, 216, B05, S00, 1
B05, Trade, 2586880.813, 217, B05, S00, 1
B05, Trade, 2589632.296, 217, B05, S03, 1
B06, 100
B06, Trade, 2295835.647, 220, B06, S02, 1
B06, Trade, 2325693.880, 220, B06, S05, 1
B06, Trade, 2325752.580, 220, B06, S05, 1
B06, Trade, 2325852.480, 220, B06, S02, 1
B06, Trade, 2325965.064, 220, B06, S02, 1
B06, Trade, 2325983.430, 220, B06, S04, 1
B06, Trade, 2326115.647, 220, B06, S00, 1
B06, Trade, 2326244.947, 220, B06, S02, 1
B06, Trade, 2326432.914, 220, B06, S02, 1
B06, Trade, 2326741.014, 220, B06, S02, 1
B06, Trade, 2326759.830, 220, B06, S03, 1
B06, Trade, 2326961.230, 220, B06, S04, 1
B06, Trade, 2327194.680, 220, B06, S05, 1
B06, Trade, 2327196.314, 220, B06, S02, 1
B06, Trade, 2327302.097, 220, B06, S04, 1
B06, Trade, 2327491.297, 220, B06, S04, 1
B06, Trade, 2327599.197, 220, B06, S03, 1
B06, Trade, 2327959.947, 220, B06, S00, 1
B06, Trade, 2328048.897, 220, B06, S02, 1
B06, Trade, 2328259.080, 220, B06, S00, 1
B06, Trade, 2328650.964, 220, B06, S02, 1
B06, Trade, 2328703.580, 220, B06, S04, 1
B06, Trade, 2328802.214, 220, B06, S00, 1
B06, Trade, 2329055.280, 220, B06, S05, 1
B06, Trade, 2329156.114, 220, B06, S04, 1
B06, Trade, 2329202.180, 220, B06, S02, 1
B06, Trade, 2329356.147, 218, B06, S04, 1
B06, Trade, 2329586.830, 220, B06, S00, 1
B06, Trade, 2329648.097, 220, B06, S00, 1
B06, Trade, 2329694.997, 220, B06, S05, 1
B06, Trade, 2330087.264, 220, B06, S00, 1
B06, Trade, 2330246.180, 220, B06, S05, 1
B06, Trade, 2330394.497, 220, B06, S04, 1
B06, Trade, 2330617.297, 220, B06, S02, 1
B06, Trade, 2330815.680, 219, B06, S05, 1
B06, Trade, 2331039.613, 220, B06, S03, 1
B06, Trade, 2331204.997, 220, B06, S03, 1
B06, Trade, 2331496.213, 220, B06, S04, 1
B06, Trade, 2331631.163, 220, B06, S02, 1
B06, Trade, 2331921.213, 220, B06, S02, 1
B06, Trade, 2336316.513, 220, B06, S02, 1
B06, Trade, 2338381.430, 220, B06, S05, 1
B06, Trade, 2369170.347, 220, B06, S02, 1
B06, Trade, 2373031.247, 220, B06, S01, 1
B06, Trade, 2399059.380, 220, B06, S04, 1
B06, Trade, 2405186.213, 220, B06, S02, 1
B06, Trade, 2461558.930, 220, B06, S01, 1
B06, Trade, 2500737.096, 220, B06, S03, 1
B06, Trade, 2501466.163, 220, B06, S03, 1
B06, Trade, 2502110.113, 220, B06, S04, 1
B06, Trade, 2505087.296, 220, B06, S03, 1
B06, Trade, 2518844.229, 220, B06, S02, 1
B06, Trade, 2527221.146, 218, B06, S01, 1
B06, Trade, 2527609.379, 219, B06, S03, 1
B06, Trade, 2528576.629, 219, B06, S03, 1
B06, Trade, 2528719.329, 219, B06, S02, 1
B06, Trade, 2528720.229, 220, B06, S03, 1
B06, Trade, 2529380.896, 220, B06, S05, 1
B06, Trade, 2529928.463, 216, B06, S03, 1
B06, Trade, 2530773.579, 220, B06, S00, 1
B06, Trade, 2531022.229, 219, B06, S03, 1
B06, Trade, 2531060.646, 219, B06, S00, 1
B06, Trade, 2531430.463, 220, B06, S00, 1
B06, Trade, 2531647.413, 218, B06, S01, 1
B06, Trade, 2531962.113, 220, B06, S05, 1
B06, Trade, 2532221.546, 220, B06, S01, 1
B06, Trade, 2533154.346, 217, B06, S05, 1
B06, Trade, 2533392.329, 217, B06, S02, 1
B06, Trade, 2533624.079, 220, B06, S03, 1
B06, Trade, 2533764.796, 220, B06, S05, 1
B06, Trade, 2539725.896, 219, B06, S03, 1
B06, Trade, 2577730.013, 219, B06, S03, 1
B06, Trade, 2577840.646, 218, B06, S03, 1
B06, Trade, 2577870.479, 220, B06, S03, 1
B06, Trade, 2578944.279, 219, B06, S02, 1
B06, Trade, 2579605.229, 220, B06, S00, 1
B06, Trade, 2580500.396, 220, B06, S02, 1
B06, Trade, 2581429.013, 220, B06, S02, 1
B06, Trade, 2581709.429, 220, B06, S03, 1
B06, Trade, 2581952.146, 216, B06, S02, 1
B06, Trade, 2582183.996, 219, B06, S02, 1
B06, Trade, 2582454.746, 219, B06, S02, 1
B06, Trade, 2582568.596, 218, B06, S00, 1
B06, Trade, 2582716.613, 219, B06, S00, 1
B06, Trade, 2582806.779, 219, B06, S02, 1
B06, Trade, 2583214.179, 216, B06, S03, 1
B06, Trade, 2584651.946, 220, B06, S03, 1
B06, Trade, 2585835.879, 220, B06, S05, 1
B06, Trade, 2586240.979, 216, B06, S02, 1
B06, Trade, 2586873.696, 217, B06, S03, 1
B06, Trade, 2587214.429, 219, B06, S00, 1
B06, Trade, 2587556.179, 219, B06, S02, 1
B06, Trade, 2588284.363, 220, B06, S04, 1
B06, Trade, 2588778.363, 220, B06, S03, 1
B06, Trade, 2589632.179, 220, B06, S00, 1
B06, Trade, 2590306.579, 218, B06, S03, 1
B06, Trade, 2591062.179, 219, S05, B06, 1
B06, Trade, 2591264.879, 219, B06, S04, 1
B06, Trade, 2591435.379, 220, B06, S03, 1
B06, Trade, 2591758.546, 219, B06, S04, 1
B07, 100
B07, Trade, 2582621.163, 224, B07, S00, 1
B07, Trade, 2582663.279, 224, B07, S02, 1
B07, Trade, 2582711.613, 224, B07, S03, 1
B07, Trade, 2582723.379, 224, B07, S03, 1
B07, Trade, 2582765.013, 224, B07, S03, 1
B07, Trade, 2582805.413, 224, B07, S00, 1
B07, Trade, 2582857.096, 224, B07, S03, 1
B07, Trade, 2582883.996, 224, B07, S06, 1
B07, Trade, 2582895.596, 224, B07, S07, 1
B07, Trade, 2583089.779, 224, B07, S00, 1
B07, Trade, 2583133.763, 224, B07, S02, 1
B07, Trade, 2583144.646, 224, B07, S00, 1
B07, Trade, 2583164.763, 224, B07, S01, 1
B07, Trade, 2583213.396, 224, B07, S06, 1
B07, Trade, 2583266.213, 224, B07, S02, 1
B07, Trade, 2583298.579, 224, B07, S00, 1
B07, Trade, 2583368.313, 224, B07, S03, 1
B07, Trade, 2583452.013, 224, B07, S06, 1
B07, Trade, 2583506.046, 224, B07, S00, 1
B07, Trade, 2583541.863, 224, B07, S06, 1
B07, Trade, 2583611.913, 224, B07, S02, 1
B07, Trade, 2583639.596, 224, B07, S03, 1
B07, Trade, 2583697.763, 224, B07, S00, 1
B07, Trade, 2583709.763, 224, B07, S03, 1
B07, Trade, 2583722.913, 224, B07, S07, 1
B07, Trade, 2583739.146, 224, B07, S02, 1
B07, Trade, 2583827.396, 224, B07, S00, 1
B07, Trade, 2583856.929, 224, B07, S07, 1
B07, Trade, 2583887.846, 223, B07, S03, 1
B07, Trade, 2583983.296, 224, B07, S03, 1
B07, Trade, 2584111.496, 224, B07, S00, 1
B07, Trade, 2584150.096, 224, B07, S03, 1
B07, Trade, 2584196.529, 224, B07, S03, 1
B07, Trade, 2584282.346, 224, B07, S07, 1
B07, Trade, 2584320.763, 224, B07, S07, 1
B07, Trade, 2584439.579, 224, B07, S03, 1
B07, Trade, 2584586.813, 224, B07, S06, 1
B07, Trade, 2584598.596, 224, B07, S07, 1
B07, Trade, 2584605.946, 224, B07, S03, 1
B07, Trade, 2584616.179, 224, B07, S07, 1
B07, Trade, 2584626.129, 224, B07, S03, 1
B07, Trade, 2584641.313, 222, B07, S06, 1
B07, Trade, 2584651.813, 224, B07, S07, 1
B07, Trade, 2584701.763, 224, B07, S01, 1
B07, Trade, 2584721.796, 222, B07, S02, 1
B07, Trade, 2584782.663, 224, B07, S06, 1
B07, Trade, 2584790.763, 224, B07, S07, 1
B07, Trade, 2584875.163, 223, B07, S02, 1
B07, Trade, 2585137.979, 224, B07, S03, 1
B07, Trade, 2585165.963, 223, B07, S02, 1
B07, Trade, 2585209.113, 224, B07, S00, 1
