B00, 0
B01, 1
B01, Trade, 2465380.730, 203, B01, S00, 1
B02, 0
B03, 3
B03, Trade, 1700677.566, 206, B03, S02, 1
B03, Trade, 1874122.215, 207, B03, S02, 1
B03, Trade, 1875005.682, 210, B03, S03, 1
B04, 25
B04, Trade, 1296012.251, 120, S19, B04, 1
B04, Trade, 1408062.500, 213, B04, S03, 1
B04, Trade, 1411614.200, 213, B04, S03, 1
B04, Trade, 1415105.100, 213, B04, S03, 1
B04, Trade, 1415652.017, 213, B04, S03, 1
B04, Trade, 1416753.134, 213, B04, S03, 1
B04, Trade, 1417504.484, 213, B04, S04, 1
B04, Trade, 1417857.950, 213, B04, S00, 1
B04, Trade, 1873894.315, 213, B04, S03, 1
B04, Trade, 1992858.298, 213, B04, S02, 1
B04, Trade, 2343453.363, 211, B04, S03, 1
B04, Trade, 2547451.179, 211, B04, S01, 1
B04, Trade, 2556200.663, 212, B04, S00, 1
B04, Trade, 2556248.979, 213, B04, S03, 1
B04, Trade, 2557103.046, 213, B04, S01, 1
B04, Trade, 2557324.063, 213, B04, S04, 1
B04, Trade, 2558265.446, 209, B04, S01, 1
B04, Trade, 2559249.779, 213, B04, S02, 1
B04, Trade, 2559911.863, 213, B04, S01, 1
B04, Trade, 2560020.496, 213, B04, S03, 1
B04, Trade, 2560421.629, 212, B04, S00, 1
B04, Trade, 2561386.829, 213, B04, S04, 1
B04, Trade, 2561399.746, 212, B04, S02, 1
B04, Trade, 2562087.346, 213, B04, S01, 1
B04, Trade, 2562255.679, 213, B04, S02, 1
B05, 52
B05, Trade, 21477.617, 67, B05, S01, 1
B05, Trade, 138426.650, 64, B05, S04, 1
B05, Trade, 143484.633, 67, B05, S00, 1
B05, Trade, 178868.000, 67, B05, S05, 1
B05, Trade, 283710.083, 67, B05, S01, 1
B05, Trade, 287622.017, 67, B05, S04, 1
B05, Trade, 301588.367, 67, B05, S04, 1
B05, Trade, 382639.850, 67, B05, S02, 1
B05, Trade, 1322233.117, 217, B05, S00, 1
B05, Trade, 1382679.650, 217, B05, S03, 1
B05, Trade, 1388150.967, 217, B05, S03, 1
B05, Trade, 1388370.084, 217, B05, S04, 1
B05, Trade, 1679556.399, 217, B05, S04, 1
B05, Trade, 1680029.666, 217, B05, S01, 1
B05, Trade, 1682680.766, 217, B05, S03, 1
B05, Trade, 1683206.349, 217, B05, S00, 1
B05, Trade, 1683209.033, 213, S02, B05, 1
B05, Trade, 1683506.883, 217, B05, S01, 1
B05, Trade, 1684170.799, 217, B05, S03, 1
B05, Trade, 1697678.849, 217, B05, S02, 1
B05, Trade, 1700677.466, 217, B05, S04, 1
B05, Trade, 1742610.082, 215, B05, S03, 1
B05, Trade, 1782639.282, 216, B05, S03, 1
B05, Trade, 1787455.566, 217, B05, S00, 1
B05, Trade, 1843682.182, 217, B05, S03, 1
B05, Trade, 1847482.649, 217, B05, S05, 1
B05, Trade, 1850179.332, 217, B05, S02, 1
B05, Trade, 1872208.132, 213, S03, B05, 1
B05, Trade, 1873131.549, 217, B05, S03, 1
B05, Trade, 1917677.665, 217, B05, S03, 1
B05, Trade, 2213741.881, 217, B05, S01, 1
B05, Trade, 2296826.297, 217, B05, S00, 1
B05, Trade, 2298521.830, 217, B05, S03, 1
B05, Trade, 2298910.847, 217, B05, S03, 1
B05, Trade, 2299660.647, 216, B05, S02, 1
B05, Trade, 2300298.814, 217, B05, S00, 1
B05, Trade, 2300526.347, 215, B05, S00, 1
B05, Trade, 2302317.030, 217, B05, S02, 1
B05, Trade, 2331689.597, 217, B05, S03, 1
B05, Trade, 2336532.230, 217, B05, S00, 1
B05, Trade, 2343454.197, 211, B05, S00, 1
B05, Trade, 2354508.480, 217, B05, S03, 1
B05, Trade, 2429941.613, 217, B05, S05, 1
B05, Trade, 2457031.196, 217, B05, S02, 1
B05, Trade, 2457509.380, 217, B05, S00, 1
B05, Trade, 2460222.780, 217, B05, S00, 1
B05, Trade, 2460551.463, 217, B05, S04, 1
B05, Trade, 2526031.829, 217, B05, S00, 1
B05, Trade, 2542903.446, 217, B05, S04, 1
B05, Trade, 2547450.529, 217, B05, S04, 1
B05, Trade, 2548692.446, 217, B05, S01, 1
B05, Trade, 2561467.846, 216, B05, S02, 1
B06, 100
B06, Trade, 2556299.679, 220, B06, S06, 1
B06, Trade, 2556518.413, 220, B06, S02, 1
B06, Trade, 2556593.979, 220, B06, S00, 1
B06, Trade, 2556621.313, 220, B06, S04, 1
B06, Trade, 2556664.029, 220, B06, S05, 1
B06, Trade, 2556710.696, 220, B06, S02, 1
B06, Trade, 2556745.996, 220, B06, S05, 1
B06, Trade, 2556839.563, 220, B06, S00, 1
B06, Trade, 2557026.579, 220, B06, S06, 1
B06, Trade, 2557068.146, 220, B06, S04, 1
B06, Trade, 2557102.163, 220, B06, S05, 1
B06, Trade, 2557130.013, 220, B06, S02, 1
B06, Trade, 2557205.346, 220, B06, S02, 1
B06, Trade, 2557323.579, 220, B06, S06, 1
B06, Trade, 2557474.263, 215, B06, S02, 1
B06, Trade, 2557583.879, 220, B06, S03, 1
B06, Trade, 2557599.696, 220, B06, S05, 1
B06, Trade, 2557677.096, 220, B06, S04, 1
B06, Trade, 2557751.196, 220, B06, S05, 1
B06, Trade, 2557777.129, 220, B06, S00, 1
B06, Trade, 2557849.729, 220, B06, S01, 1
B06, Trade, 2557937.929, 220, B06, S06, 1
B06, Trade, 2558035.363, 220, B06, S01, 1
B06, Trade, 2558052.896, 220, B06, S02, 1
B06, Trade, 2558264.863, 220, B06, S00, 1
B06, Trade, 2558309.863, 220, B06, S02, 1
B06, Trade, 2558404.796, 220, B06, S05, 1
B06, Trade, 2558427.046, 220, B06, S04, 1
B06, Trade, 2558464.129, 220, B06, S05, 1
B06, Trade, 2558588.213, 220, B06, S04, 1
B06, Trade, 2558684.179, 220, B06, S00, 1
B06, Trade, 2558763.646, 220, B06, S03, 1
B06, Trade, 2558891.563, 220, B06, S05, 1
B06, Trade, 2558940.379, 220, B06, S03, 1
B06, Trade, 2558976.079, 220, B06, S04, 1
B06, Trade, 2559005.996, 220, B06, S00, 1
B06, Trade, 2559036.246, 220, B06, S05, 1
B06, Trade, 2559067.596, 220, B06, S00, 1
B06, Trade, 2559186.396, 220, B06, S00, 1
B06, Trade, 2559201.046, 220, B06, S01, 1
B06, Trade, 2559249.179, 220, B06, S03, 1
B06, Trade, 2559412.729, 220, B06, S04, 1
B06, Trade, 2559621.579, 215, B06, S01, 1
B06, Trade, 2559800.763, 220, B06, S01, 1
B06, Trade, 2559889.196, 220, B06, S06, 1
B06, Trade, 2559911.429, 220, B06, S04, 1
B06, Trade, 2560020.096, 220, B06, S05, 1
B06, Trade, 2560245.029, 220, B06, S02, 1
B06, Trade, 2560263.496, 220, B06, S03, 1
B06, Trade, 2560391.263, 220, B06, S03, 1
B06, Trade, 2560421.446, 220, B06, S03, 1
B06, Trade, 2560464.346, 220, B06, S04, 1
B06, Trade, 2560563.213, 220, B06, S03, 1
B06, Trade, 2560663.796, 220, B06, S00, 1
B06, Trade, 2560702.596, 220, B06, S03, 1
B06, Trade, 2560844.346, 220, B06, S03, 1
B06, Trade, 2560899.046, 220, B06, S06, 1
B06, Trade, 2561045.146, 220, B06, S00, 1
B06, Trade, 2561066.429, 220, B06, S00, 1
B06, Trade, 2561169.579, 220, B06, S01, 1
B06, Trade, 2561233.246, 220, B06, S03, 1
B06, Trade, 2561386.313, 220, B06, S03, 1
B06, Trade, 2561477.863, 220, B06, S05, 1
B06, Trade, 2561586.363, 220, B06, S01, 1
B06, Trade, 2561626.996, 220, B06, S01, 1
B06, Trade, 2561658.313, 220, B06, S02, 1
B06, Trade, 2561738.496, 220, B06, S04, 1
B06, Trade, 2561965.696, 220, B06, S06, 1
B06, Trade, 2562087.313, 220, B06, S00, 1
B06, Trade, 2562197.729, 220, B06, S00, 1
B06, Trade, 2562255.646, 220, B06, S01, 1
B06, Trade, 2562387.696, 220, B06, S03, 1
B06, Trade, 2562490.079, 220, B06, S02, 1
B06, Trade, 2562523.079, 220, B06, S03, 1
B06, Trade, 2562534.063, 220, B06, S02, 1
B06, Trade, 2562601.213, 220, B06, S01, 1
B06, Trade, 2562633.563, 220, B06, S00, 1
B06, Trade, 2562738.363, 220, B06, S03, 1
B06, Trade, 2562827.229, 220, B06, S01, 1
B06, Trade, 2562840.496, 220, B06, S05, 1
B06, Trade, 2562982.429, 220, B06, S04, 1
B06, Trade, 2563074.396, 220, B06, S00, 1
B06, Trade, 2563127.196, 220, B06, S05, 1
B06, Trade, 2571156.513, 220, B06, S04, 1
B06, Trade, 2571805.063, 220, B06, S02, 1
B06, Trade, 2572515.513, 220, B06, S06, 1
B06, Trade, 2574208.296, 220, B06, S05, 1
B06, Trade, 2574642.546, 220, B06, S04, 1
B06, Trade, 2575980.646, 220, B06, S01, 1
B06, Trade, 2578671.796, 220, B06, S01, 1
B06, Trade, 2578888.446, 220, B06, S03, 1
B06, Trade, 2579295.079, 220, B06, S02, 1
B06, Trade, 2580951.446, 218, B06, S03, 1
B06, Trade, 2581336.663, 220, B06, S03, 1
B06, Trade, 2582644.679, 220, B06, S05, 1
B06, Trade, 2583014.363, 220, B06, S03, 1
B06, Trade, 2583383.629, 220, B06, S03, 1
B06, Trade, 2583487.396, 220, B06, S01, 1
B06, Trade, 2584003.746, 220, B06, S05, 1
B06, Trade, 2584204.746, 220, B06, S03, 1
B07, 100
B07, Trade, 2553591.479, 221, B07, S00, 1
B07, Trade, 2553711.596, 224, B07, S06, 1
B07, Trade, 2553831.946, 224, B07, S06, 1
B07, Trade, 2553862.946, 223, B07, S05, 1
B07, Trade, 2553895.979, 222, B07, S06, 1
B07, Trade, 2554020.096, 224, B07, S06, 1
B07, Trade, 2554104.846, 224, B07, S06, 1
B07, Trade, 2554173.879, 224, B07, S00, 1
B07, Trade, 2554212.546, 222, B07, S06, 1
B07, Trade, 2554363.429, 224, B07, S01, 1
B07, Trade, 2554381.996, 224, B07, S05, 1
B07, Trade, 2554393.629, 224, B07, S06, 1
B07, Trade, 2554423.696, 220, B07, S01, 1
B07, Trade, 2554949.979, 224, B07, S06, 1
B07, Trade, 2555082.879, 222, B07, S05, 1
B07, Trade, 2555141.963, 224, B07, S01, 1
B07, Trade, 2555171.346, 224, B07, S01, 1
B07, Trade, 2555224.513, 224, B07, S00, 1
B07, Trade, 2555258.113, 223, B07, S06, 1
B07, Trade, 2555448.063, 221, B07, S06, 1
B07, Trade, 2555592.129, 222, B07, S00, 1
B07, Trade, 2555866.463, 224, B07, S06, 1
B07, Trade, 2555894.079, 224, B07, S05, 1
B07, Trade, 2555965.029, 221, B07, S06, 1
B07, Trade, 2556001.013, 224, B07, S06, 1
B07, Trade, 2556200.596, 217, B07, S04, 1
B07, Trade, 2556236.296, 224, B07, S02, 1
B07, Trade, 2556319.379, 223, B07, S02, 1
B07, Trade, 2556408.713, 222, B07, S04, 1
B07, Trade, 2556431.196, 223, B07, S03, 1
B07, Trade, 2556663.629, 224, B07, S03, 1
B07, Trade, 2556748.796, 217, B07, S04, 1
B07, Trade, 2557027.979, 213, B07, S03, 1
B07, Trade, 2557172.579, 223, B07, S05, 1
B07, Trade, 2557718.913, 222, B07, S02, 1
B07, Trade, 2557864.646, 222, B07, S05, 1
B07, Trade, 2558059.046, 218, S05, B07, 1
B07, Trade, 2558425.879, 222, B07, S05, 1
B07, Trade, 2558572.779, 224, B07, S06, 1
B07, Trade, 2558684.279, 220, B07, S05, 1
B07, Trade, 2558904.179, 218, B07, S02, 1
B07, Trade, 2558938.196, 222, B07, S06, 1
B07, Trade, 2559037.846, 220, B07, S05, 1
B07, Trade, 2559144.863, 223, B07, S05, 1
B07, Trade, 2559300.629, 224, B07, S02, 1
B07, Trade, 2559459.696, 223, B07, S06, 1
B07, Trade, 2559469.979, 221, B07, S02, 1
B07, Trade, 2559923.746, 221, B07, S00, 1
B07, Trade, 2560263.346, 223, B07, S01, 1
B07, Trade, 2560353.063, 223, B07, S03, 1
B07, Trade, 2560393.829, 217, S05, B07, 1
