B00, 0
B01, 0
B02, 4
B02, Trade, 2011057.048, 206, B02, S01, 1
B02, Trade, 2049739.831, 206, B02, S00, 1
B02, Trade, 2289791.464, 206, B02, S01, 1
B02, Trade, 2289825.964, 206, B02, S01, 1
B03, 33
B03, Trade, 1515406.433, 210, B03, S00, 1
B03, Trade, 1518293.083, 203, B03, S00, 1
B03, Trade, 1688497.316, 210, B03, S01, 1
B03, Trade, 1689591.999, 210, B03, S01, 1
B03, Trade, 1690874.999, 210, B03, S02, 1
B03, Trade, 1721988.232, 210, B03, S00, 1
B03, Trade, 1733859.416, 210, B03, S01, 1
B03, Trade, 1741762.649, 210, B03, S02, 1
B03, Trade, 1748228.249, 210, B03, S02, 1
B03, Trade, 2011056.648, 210, B03, S00, 1
B03, Trade, 2014447.248, 210, B03, S01, 1
B03, Trade, 2039089.165, 210, B03, S01, 1
B03, Trade, 2039487.215, 210, B03, S01, 1
B03, Trade, 2043156.815, 209, B03, S01, 1
B03, Trade, 2043333.765, 210, B03, S00, 1
B03, Trade, 2246784.030, 210, B03, S00, 1
B03, Trade, 2289791.364, 210, B03, S02, 1
B03, Trade, 2289827.297, 208, B03, S02, 1
B03, Trade, 2290014.864, 210, B03, S01, 1
B03, Trade, 2290253.580, 210, B03, S03, 1
B03, Trade, 2291135.114, 210, B03, S02, 1
B03, Trade, 2291194.747, 210, B03, S03, 1
B03, Trade, 2291439.414, 210, B03, S01, 1
B03, Trade, 2291526.230, 210, B03, S03, 1
B03, Trade, 2292251.680, 210, B03, S02, 1
B03, Trade, 2292501.330, 210, B03, S02, 1
B03, Trade, 2292560.497, 210, B03, S03, 1
B03, Trade, 2294024.864, 210, B03, S01, 1
B03, Trade, 2294307.364, 210, B03, S02, 1
B03, Trade, 2294634.364, 210, B03, S01, 1
B03, Trade, 2295100.864, 210, B03, S02, 1
B03, Trade, 2295692.914, 210, B03, S01, 1
B03, Trade, 2296259.314, 210, B03, S03, 1
B04, 60
B04, Trade, 563304.417, 63, B04, S03, 1
B04, Trade, 1296017.551, 204, S01, B04, 1
B04, Trade, 1360258.834, 212, B04, S02, 1
B04, Trade, 1534332.766, 213, B04, S02, 1
B04, Trade, 1584423.566, 212, B04, S03, 1
B04, Trade, 1585727.666, 212, S03, B04, 1
B04, Trade, 1587651.316, 213, B04, S03, 1
B04, Trade, 1589942.583, 211, B04, S03, 1
B04, Trade, 1591102.100, 213, B04, S01, 1
B04, Trade, 1684983.699, 213, B04, S02, 1
B04, Trade, 1685051.083, 213, B04, S01, 1
B04, Trade, 1685085.033, 212, B04, S01, 1
B04, Trade, 1685146.049, 213, B04, S02, 1
B04, Trade, 1685214.816, 213, B04, S02, 1
B04, Trade, 1685376.033, 213, B04, S02, 1
B04, Trade, 1685869.116, 213, B04, S02, 1
B04, Trade, 1686084.233, 212, B04, S02, 1
B04, Trade, 1686138.266, 212, B04, S01, 1
B04, Trade, 1686158.199, 211, B04, S02, 1
B04, Trade, 1688864.683, 213, B04, S02, 1
B04, Trade, 1689453.599, 213, B04, S02, 1
B04, Trade, 1690526.833, 213, B04, S02, 1
B04, Trade, 1690802.333, 212, B04, S02, 1
B04, Trade, 1690944.866, 210, B04, S01, 1
B04, Trade, 1745081.249, 212, B04, S02, 1
B04, Trade, 1886688.648, 213, B04, S00, 1
B04, Trade, 2038180.048, 213, B04, S03, 1
B04, Trade, 2038591.815, 213, B04, S01, 1
B04, Trade, 2038619.848, 213, B04, S00, 1
B04, Trade, 2038630.115, 213, B04, S00, 1
B04, Trade, 2038720.048, 213, B04, S01, 1
B04, Trade, 2038850.731, 213, B04, S00, 1
B04, Trade, 2039206.665, 213, B04, S01, 1
B04, Trade, 2039765.198, 213, B04, S03, 1
B04, Trade, 2039878.015, 213, B04, S01, 1
B04, Trade, 2039962.481, 213, B04, S00, 1
B04, Trade, 2040116.331, 213, B04, S00, 1
