B00, 0
B01, 0
B02, 1
B02, Trade, 1510643.817, 56, B02, S01, 1
B03, 17
B03, Trade, 350079.167, 60, B03, S00, 1
B03, Trade, 847839.934, 60, B03, S01, 1
B03, Trade, 847939.418, 60, B03, S01, 1
B03, Trade, 1124998.101, 60, B03, S02, 1
B03, Trade, 1125920.501, 60, B03, S02, 1
B03, Trade, 1130324.218, 60, B03, S02, 1
B03, Trade, 1388812.184, 60, B03, S01, 1
B03, Trade, 1510643.333, 60, B03, S02, 1
B03, Trade, 1598715.433, 60, B03, S01, 1
B03, Trade, 1601771.500, 60, B03, S01, 1
B03, Trade, 1601788.766, 60, B03, S01, 1
B03, Trade, 1603205.033, 60, B03, S01, 1
B03, Trade, 1604636.066, 60, B03, S01, 1
B03, Trade, 1651576.583, 60, B03, S03, 1
B03, Trade, 1695615.099, 60, B03, S01, 1
B03, Trade, 2075398.948, 60, B03, S01, 1
B03, Trade, 2205530.897, 59, B03, S00, 1
B04, 22
B04, Trade, 190101.367, 63, B04, S00, 1
B04, Trade, 216083.367, 63, B04, S01, 1
B04, Trade, 674184.167, 62, B04, S01, 1
B04, Trade, 674598.034, 55, B04, S01, 1
B04, Trade, 675723.734, 62, B04, S03, 1
B04, Trade, 679148.767, 62, B04, S03, 1
B04, Trade, 1010568.668, 63, B04, S01, 1
B04, Trade, 1295242.884, 63, B04, S04, 1
B04, Trade, 1363787.417, 63, B04, S01, 1
B04, Trade, 1364447.067, 63, B04, S02, 1
B04, Trade, 1505013.067, 63, B04, S00, 1
B04, Trade, 1603049.950, 63, B04, S01, 1
B04, Trade, 1603311.583, 61, B04, S01, 1
B04, Trade, 1659387.266, 63, B04, S00, 1
B04, Trade, 1766315.099, 63, B04, S00, 1
B04, Trade, 1862479.249, 63, B04, S01, 1
B04, Trade, 2330797.430, 62, S03, B04, 1
B04, Trade, 2377970.497, 62, B04, S01, 1
B04, Trade, 2458724.480, 63, B04, S04, 1
B04, Trade, 2475962.396, 63, B04, S01, 1
B04, Trade, 2495114.863, 62, B04, S02, 1
B04, Trade, 2503160.530, 59, B04, S00, 1
B05, 100
B05, Trade, 1908368.648, 61, B05, S00, 1
B05, Trade, 1908916.148, 66, B05, S03, 1
B05, Trade, 1910957.748, 67, B05, S04, 1
B05, Trade, 1912511.865, 67, B05, S02, 1
B05, Trade, 1912579.998, 66, B05, S00, 1
B05, Trade, 1914315.365, 66, B05, S03, 1
B05, Trade, 1914685.348, 65, B05, S03, 1
B05, Trade, 1942320.498, 58, B05, S02, 1
B05, Trade, 1952395.548, 66, B05, S01, 1
B05, Trade, 1954100.715, 67, B05, S00, 1
B05, Trade, 1955153.432, 66, B05, S03, 1
B05, Trade, 1957807.298, 65, B05, S03, 1
B05, Trade, 1963007.165, 67, B05, S03, 1
B05, Trade, 1964631.198, 67, B05, S05, 1
B05, Trade, 1977891.731, 67, B05, S00, 1
B05, Trade, 1981479.348, 67, B05, S05, 1
B05, Trade, 1981574.748, 67, B05, S05, 1
