Trd, 2590650.246, 106
Trd, 2590650.679, 87
Trd, 2590650.696, 92
Trd, 2590653.246, 109
Trd, 2590653.896, 108
Trd, 2590653.913, 103
Trd, 2590654.596, 95
Trd, 2590654.613, 110
Trd, 2590655.363, 116
Trd, 2590655.663, 115
Trd, 2590655.729, 90
Trd, 2590656.579, 88
Trd, 2590656.613, 77
Trd, 2590658.463, 83
Trd, 2590658.563, 82
Trd, 2590659.079, 90
Trd, 2590660.279, 87
Trd, 2590660.829, 95
Trd, 2590662.246, 104
Trd, 2590662.713, 105
Trd, 2590662.846, 94
Trd, 2590662.863, 90
Trd, 2590664.396, 96
Trd, 2590665.296, 85
Trd, 2590665.929, 94
Trd, 2590666.846, 91
Trd, 2590667.263, 118
Trd, 2590667.929, 101
Trd, 2590668.096, 95
Trd, 2590668.146, 83
Trd, 2590671.963, 88
Trd, 2590672.346, 85
Trd, 2590672.879, 84
Trd, 2590673.613, 98
Trd, 2590674.096, 101
Trd, 2590675.363, 97
Trd, 2590675.396, 105
Trd, 2590675.846, 93
Trd, 2590676.546, 88
Trd, 2590676.779, 108
Trd, 2590678.129, 109
Trd, 2590678.813, 100
Trd, 2590679.163, 108
Trd, 2590679.863, 94
Trd, 2590680.096, 91
Trd, 2590680.513, 121
Trd, 2590681.996, 94
Trd, 2590682.579, 93
Trd, 2590683.529, 96
Trd, 2590683.696, 105
Trd, 2590684.029, 87
Trd, 2590685.346, 85
Trd, 2590685.679, 84
Trd, 2590685.929, 110
Trd, 2590685.963, 114
Trd, 2590685.979, 115
Trd, 2590686.079, 96
Trd, 2590686.179, 95
Trd, 2590686.479, 82
Trd, 2590686.613, 87
Trd, 2590688.363, 104
Trd, 2590689.746, 98
Trd, 2590690.163, 94
Trd, 2590690.829, 87
Trd, 2590691.179, 85
Trd, 2590693.196, 105
Trd, 2590694.979, 84
Trd, 2590695.496, 99
Trd, 2590696.129, 106
Trd, 2590696.779, 111
Trd, 2590697.913, 98
Trd, 2590698.463, 115
Trd, 2590699.513, 103
Trd, 2590700.513, 94
Trd, 2590700.746, 109
Trd, 2590700.813, 91
Trd, 2590701.513, 102
Trd, 2590701.863, 98
Trd, 2590701.979, 89
Trd, 2590702.463, 98
Trd, 2590703.629, 108
Trd, 2590704.013, 115
Trd, 2590705.746, 88
Trd, 2590705.879, 88
Trd, 2590706.196, 77
Trd, 2590706.763, 91
Trd, 2590707.513, 88
Trd, 2590708.596, 96
Trd, 2590709.879, 82
Trd, 2590711.479, 90
Trd, 2590711.629, 87
Trd, 2590711.929, 108
Trd, 2590712.413, 103
Trd, 2590712.846, 105
Trd, 2590713.629, 87
Trd, 2590714.179, 108
Trd, 2590714.863, 96
Trd, 2590716.513, 89
Trd, 2590716.763, 110
Trd, 2590717.513, 120
Trd, 2590719.096, 115
Trd, 2590719.646, 99
Trd, 2590720.363, 91
Trd, 2590720.446, 85
Trd, 2590720.763, 106
Trd, 2590722.046, 124
Trd, 2590723.413, 87
Trd, 2590723.763, 119
Trd, 2590724.429, 106
Trd, 2590724.596, 106
Trd, 2590725.296, 103
Trd, 2590725.846, 114
Trd, 2590726.496, 100
Trd, 2590726.913, 101
Trd, 2590727.379, 97
Trd, 2590728.579, 100
Trd, 2590728.679, 93
Trd, 2590728.979, 94
Trd, 2590729.413, 91
Trd, 2590729.429, 90
Trd, 2590729.796, 89
Trd, 2590730.729, 104
Trd, 2590732.929, 83
Trd, 2590733.563, 98
Trd, 2590734.346, 107
Trd, 2590735.763, 91
Trd, 2590736.046, 101
Trd, 2590737.913, 91
Trd, 2590738.063, 99
Trd, 2590738.096, 109
Trd, 2590738.829, 89
Trd, 2590739.296, 87
Trd, 2590739.446, 79
Trd, 2590739.463, 93
Trd, 2590739.513, 77
Trd, 2590739.646, 76
Trd, 2590741.063, 92
Trd, 2590741.913, 80
Trd, 2590742.279, 105
Trd, 2590743.596, 93
Trd, 2590743.629, 86
Trd, 2590745.029, 91
Trd, 2590745.346, 102
Trd, 2590745.796, 94
Trd, 2590748.346, 125
Trd, 2590749.079, 116
Trd, 2590749.596, 110
Trd, 2590749.613, 108
Trd, 2590750.163, 99
Trd, 2590750.196, 101
Trd, 2590750.263, 102
Trd, 2590750.579, 90
Trd, 2590750.896, 89
Trd, 2590750.963, 87
Trd, 2590751.896, 94
Trd, 2590752.963, 85
Trd, 2590753.829, 99
Trd, 2590754.396, 90
Trd, 2590754.446, 102
Trd, 2590755.446, 90
Trd, 2590756.596, 82
Trd, 2590757.729, 111
Trd, 2590758.629, 82
Trd, 2590758.829, 96
Trd, 2590761.446, 88
Trd, 2590762.646, 103
Trd, 2590763.113, 84
Trd, 2590763.263, 91
Trd, 2590763.596, 95
Trd, 2590763.846, 85
Trd, 2590764.396, 94
Trd, 2590765.079, 108
Trd, 2590765.396, 103
Trd, 2590766.146, 87
Trd, 2590767.113, 82
Trd, 2590767.779, 79
Trd, 2590767.963, 88
Trd, 2590768.113, 92
Trd, 2590768.279, 87
Trd, 2590769.863, 105
Trd, 2590770.146, 109
Trd, 2590771.979, 96
Trd, 2590772.346, 86
Trd, 2590772.446, 106
Trd, 2590773.513, 93
Trd, 2590773.696, 85
Trd, 2590773.946, 77
Trd, 2590773.979, 112
Trd, 2590775.129, 84
Trd, 2590775.896, 96
Trd, 2590776.713, 80
Trd, 2590776.913, 113
Trd, 2590778.779, 92
Trd, 2590779.329, 107
Trd, 2590779.579, 96
Trd, 2590780.913, 109
Trd, 2590781.879, 91
Trd, 2590782.146, 90
Trd, 2590784.663, 104
Trd, 2590785.279, 97
Trd, 2590785.363, 91
Trd, 2590786.146, 96
Trd, 2590786.663, 91
Trd, 2590786.846, 89
Trd, 2590787.329, 82
Trd, 2590787.829, 92
Trd, 2590789.479, 104
Trd, 2590790.413, 98
Trd, 2590791.629, 109
Trd, 2590791.946, 95
Trd, 2590792.879, 116
Trd, 2590793.213, 89
Trd, 2590793.279, 119
Trd, 2590793.363, 84
Trd, 2590793.763, 119
Trd, 2590794.629, 87
Trd, 2590795.079, 75
Trd, 2590797.179, 114
Trd, 2590798.313, 83
Trd, 2590799.579, 90
Trd, 2590800.479, 108
Trd, 2590801.596, 104
Trd, 2590801.729, 95
Trd, 2590803.546, 87
Trd, 2590804.429, 81
Trd, 2590804.779, 86
Trd, 2590804.929, 96
Trd, 2590805.746, 91
Trd, 2590807.346, 81
Trd, 2590808.413, 80
Trd, 2590808.429, 105
Trd, 2590808.446, 112
Trd, 2590808.563, 115
Trd, 2590810.579, 108
Trd, 2590810.763, 97
Trd, 2590811.346, 101
Trd, 2590812.196, 92
Trd, 2590812.896, 105
Trd, 2590814.679, 118
Trd, 2590814.779, 84
Trd, 2590815.029, 91
Trd, 2590817.063, 108
Trd, 2590817.146, 85
Trd, 2590817.713, 110
Trd, 2590818.446, 93
Trd, 2590818.729, 98
Trd, 2590818.946, 89
Trd, 2590819.763, 116
Trd, 2590819.979, 80
Trd, 2590820.246, 123
Trd, 2590820.713, 94
Trd, 2590821.429, 86
Trd, 2590821.896, 90
Trd, 2590823.629, 90
Trd, 2590824.363, 106
Trd, 2590825.296, 106
Trd, 2590825.813, 99
Trd, 2590825.829, 98
Trd, 2590825.846, 111
Trd, 2590826.446, 85
Trd, 2590827.496, 93
Trd, 2590827.646, 76
Trd, 2590827.779, 80
Trd, 2590827.979, 78
Trd, 2590829.096, 88
Trd, 2590829.996, 101
Trd, 2590831.096, 110
Trd, 2590832.663, 107
Trd, 2590835.279, 93
Trd, 2590835.346, 92
Trd, 2590837.029, 115
Trd, 2590837.263, 116
Trd, 2590838.296, 113
Trd, 2590838.663, 113
Trd, 2590839.079, 105
Trd, 2590840.029, 93
Trd, 2590840.196, 90
Trd, 2590840.579, 101
Trd, 2590841.096, 87
Trd, 2590841.479, 82
Trd, 2590841.496, 80
Trd, 2590842.529, 92
Trd, 2590842.563, 90
Trd, 2590843.579, 82
Trd, 2590844.179, 85
Trd, 2590845.013, 109
Trd, 2590845.563, 105
Trd, 2590846.013, 119
Trd, 2590846.129, 89
Trd, 2590846.613, 120
Trd, 2590847.279, 109
Trd, 2590847.729, 82
Trd, 2590851.479, 86
Trd, 2590854.429, 99
Trd, 2590854.613, 84
Trd, 2590854.913, 106
Trd, 2590855.729, 105
Trd, 2590855.963, 108
Trd, 2590856.646, 97
Trd, 2590856.663, 93
Trd, 2590857.046, 115
Trd, 2590857.696, 107
Trd, 2590858.379, 99
Trd, 2590860.079, 105
Trd, 2590860.096, 86
Trd, 2590861.013, 85
Trd, 2590862.146, 85
Trd, 2590863.463, 114
Trd, 2590863.529, 115
Trd, 2590864.296, 95
Trd, 2590864.513, 85
Trd, 2590864.663, 105
Trd, 2590866.379, 95
Trd, 2590866.546, 93
Trd, 2590866.963, 96
Trd, 2590867.346, 98
Trd, 2590869.829, 93
Trd, 2590870.946, 92
Trd, 2590871.646, 86
Trd, 2590872.096, 98
Trd, 2590872.113, 115
Trd, 2590872.379, 85
Trd, 2590872.479, 93
Trd, 2590873.163, 81
Trd, 2590874.446, 111
Trd, 2590875.363, 112
Trd, 2590875.446, 106
Trd, 2590876.096, 103
Trd, 2590876.496, 108
Trd, 2590877.296, 99
Trd, 2590878.329, 95
Trd, 2590878.629, 105
Trd, 2590881.513, 91
Trd, 2590881.896, 102
Trd, 2590882.763, 99
Trd, 2590883.096, 102
Trd, 2590883.146, 88
Trd, 2590884.996, 93
Trd, 2590885.029, 110
Trd, 2590886.863, 110
Trd, 2590887.829, 112
Trd, 2590887.863, 93
Trd, 2590887.913, 92
Trd, 2590888.829, 108
Trd, 2590890.646, 91
Trd, 2590890.946, 112
Trd, 2590891.463, 87
Trd, 2590893.813, 85
Trd, 2590894.013, 92
Trd, 2590894.496, 87
Trd, 2590895.379, 114
Trd, 2590895.546, 115
Trd, 2590895.563, 112
Trd, 2590896.146, 120
Trd, 2590896.929, 93
Trd, 2590897.929, 110
Trd, 2590898.713, 87
Trd, 2590899.079, 88
Trd, 2590899.429, 83
Trd, 2590899.529, 77
Trd, 2590899.863, 100
Trd, 2590900.879, 95
Trd, 2590901.413, 117
Trd, 2590901.846, 84
Trd, 2590904.413, 91
Trd, 2590904.863, 103
Trd, 2590905.429, 98
Trd, 2590906.046, 113
Trd, 2590906.663, 121
Trd, 2590906.796, 88
Trd, 2590908.146, 100
Trd, 2590908.863, 110
Trd, 2590908.979, 102
Trd, 2590910.913, 89
Trd, 2590910.996, 107
Trd, 2590911.746, 89
Trd, 2590912.213, 97
Trd, 2590912.896, 111
Trd, 2590913.329, 96
Trd, 2590913.446, 89
Trd, 2590913.613, 104
Trd, 2590914.596, 90
Trd, 2590915.346, 111
Trd, 2590915.813, 86
Trd, 2590916.529, 87
Trd, 2590916.796, 95
Trd, 2590917.713, 85
Trd, 2590918.396, 108
Trd, 2590918.546, 97
Trd, 2590919.296, 113
Trd, 2590920.729, 125
Trd, 2590921.396, 88
Trd, 2590922.029, 90
Trd, 2590922.113, 87
Trd, 2590923.279, 86
Trd, 2590926.129, 98
Trd, 2590926.563, 112
Trd, 2590927.346, 94
Trd, 2590928.096, 98
Trd, 2590929.313, 89
Trd, 2590930.129, 86
Trd, 2590930.979, 102
Trd, 2590930.996, 86
Trd, 2590931.929, 102
Trd, 2590932.196, 94
Trd, 2590932.846, 105
Trd, 2590933.013, 97
Trd, 2590933.413, 116
Trd, 2590933.779, 109
Trd, 2590935.563, 116
Trd, 2590935.596, 97
Trd, 2590936.446, 92
Trd, 2590936.829, 89
Trd, 2590937.696, 89
Trd, 2590937.946, 89
Trd, 2590938.663, 97
Trd, 2590938.863, 89
Trd, 2590939.996, 108
Trd, 2590940.096, 86
Trd, 2590941.696, 105
Trd, 2590942.346, 116
Trd, 2590943.263, 88
Trd, 2590943.479, 103
Trd, 2590943.913, 120
Trd, 2590944.379, 118
Trd, 2590944.529, 117
Trd, 2590945.313, 91
Trd, 2590945.763, 84
