B00, 0
B01, 0
B02, 0
B03, 0
B04, 7
B04, Trade, 232877.200, 63, B04, S03, 1
B04, Trade, 307339.267, 63, B04, S03, 1
B04, Trade, 332132.667, 63, B04, S03, 1
B04, Trade, 469706.050, 63, B04, S01, 1
B04, Trade, 478809.833, 63, B04, S02, 1
B04, Trade, 480334.450, 63, B04, S03, 1
B04, Trade, 695071.900, 63, B04, S01, 1
B05, 2
B05, Trade, 336522.067, 65, B05, S03, 1
B05, Trade, 469949.067, 67, B05, S03, 1
B06, 16
B06, Trade, 177518.450, 64, B06, S02, 1
B06, Trade, 211725.933, 64, B06, S02, 1
B06, Trade, 395297.883, 70, B06, S03, 1
B06, Trade, 469205.400, 66, S03, B06, 1
B06, Trade, 475024.883, 70, B06, S05, 1
B06, Trade, 481729.300, 65, B06, S00, 1
B06, Trade, 488739.583, 69, B06, S03, 1
B06, Trade, 568982.317, 69, B06, S00, 1
B06, Trade, 1034290.302, 68, B06, S03, 1
B06, Trade, 1072246.618, 70, B06, S03, 1
B06, Trade, 1108572.001, 66, B06, S00, 1
B06, Trade, 1192069.301, 70, B06, S03, 1
B06, Trade, 1559259.016, 69, B06, S04, 1
B06, Trade, 1616434.699, 68, B06, S04, 1
B06, Trade, 1690844.849, 69, B06, S02, 1
B06, Trade, 2457352.613, 68, B06, S00, 1
B07, 100
B07, Trade, 1516113.483, 74, B07, S06, 1
B07, Trade, 1516502.467, 74, B07, S01, 1
B07, Trade, 1520931.200, 74, B07, S03, 1
B07, Trade, 1533534.100, 70, S06, B07, 1
B07, Trade, 1546095.483, 74, B07, S04, 1
B07, Trade, 1546660.700, 74, B07, S02, 1
B07, Trade, 1548049.900, 74, B07, S00, 1
B07, Trade, 1577730.833, 71, B07, S04, 1
B07, Trade, 1580129.100, 74, B07, S06, 1
B07, Trade, 1580254.700, 74, B07, S00, 1
B07, Trade, 1582446.283, 72, B07, S02, 1
B07, Trade, 1593201.883, 73, B07, S01, 1
B07, Trade, 1594177.500, 74, S06, B07, 1
B07, Trade, 1620061.099, 74, B07, S01, 1
B07, Trade, 1635083.116, 74, B07, S05, 1
B07, Trade, 1635353.933, 74, B07, S03, 1
B07, Trade, 1636856.633, 73, B07, S06, 1
B07, Trade, 1637787.799, 74, B07, S01, 1
B07, Trade, 1639372.566, 74, B07, S02, 1
B07, Trade, 1648696.333, 73, B07, S03, 1
B07, Trade, 1681678.499, 74, B07, S03, 1
B07, Trade, 1685133.383, 74, B07, S06, 1
B07, Trade, 1692918.349, 73, B07, S01, 1
B07, Trade, 1697555.216, 74, B07, S03, 1
B07, Trade, 1698287.033, 73, B07, S01, 1
B07, Trade, 1711391.332, 72, B07, S00, 1
B07, Trade, 1712555.416, 74, B07, S02, 1
B07, Trade, 1715989.882, 74, B07, S06, 1
B07, Trade, 1720234.166, 74, B07, S04, 1
B07, Trade, 1726959.932, 74, B07, S06, 1
B07, Trade, 1728229.466, 74, B07, S06, 1
B07, Trade, 1730196.649, 74, B07, S02, 1
B07, Trade, 1737146.266, 74, B07, S03, 1
B07, Trade, 1755149.249, 74, B07, S01, 1
B07, Trade, 1755498.332, 74, B07, S03, 1
B07, Trade, 1764790.549, 74, B07, S05, 1
B07, Trade, 1769929.466, 74, B07, S06, 1
B07, Trade, 1792198.666, 74, B07, S01, 1
B07, Trade, 1792312.899, 74, B07, S03, 1
B07, Trade, 1794963.415, 74, B07, S05, 1
B07, Trade, 1809553.199, 73, B07, S02, 1
B07, Trade, 1825311.449, 73, B07, S06, 1
B07, Trade, 1826013.149, 74, B07, S03, 1
B07, Trade, 1836381.299, 74, B07, S07, 1
