B00, 0
B01, 0
B02, 0
B03, 0
B04, 3
B04, Trade, 174225.867, 63, B04, S02, 1
B04, Trade, 242267.417, 63, B04, S02, 1
B04, Trade, 2186102.297, 63, B04, S03, 1
B05, 20
B05, Trade, 72318.100, 67, B05, S04, 1
B05, Trade, 137332.583, 67, B05, S00, 1
B05, Trade, 142209.733, 67, B05, S02, 1
B05, Trade, 144133.150, 67, B05, S02, 1
B05, Trade, 149725.067, 67, B05, S04, 1
B05, Trade, 252118.717, 67, B05, S02, 1
B05, Trade, 389494.417, 67, B05, S02, 1
B05, Trade, 389751.883, 67, B05, S02, 1
B05, Trade, 390383.800, 67, B05, S02, 1
B05, Trade, 391452.833, 67, B05, S04, 1
B05, Trade, 392357.283, 67, B05, S03, 1
B05, Trade, 392469.317, 67, B05, S02, 1
B05, Trade, 392755.033, 67, B05, S02, 1
B05, Trade, 392970.467, 67, B05, S02, 1
B05, Trade, 394991.983, 65, B05, S00, 1
B05, Trade, 1832395.665, 67, B05, S03, 1
B05, Trade, 1933722.698, 67, B05, S02, 1
B05, Trade, 2469765.580, 67, B05, S05, 1
B05, Trade, 2574600.696, 67, B05, S00, 1
B05, Trade, 2585586.713, 67, B05, S05, 1
B06, 100
B06, Trade, 126014.867, 70, B06, S00, 1
B06, Trade, 126588.033, 70, B06, S02, 1
B06, Trade, 126713.383, 70, B06, S02, 1
B06, Trade, 126729.083, 70, B06, S04, 1
B06, Trade, 127022.533, 70, B06, S02, 1
B06, Trade, 127230.167, 70, B06, S02, 1
B06, Trade, 127297.817, 70, B06, S02, 1
B06, Trade, 127801.883, 70, B06, S02, 1
B06, Trade, 127924.317, 70, B06, S04, 1
B06, Trade, 191511.117, 55, B06, S00, 1
B06, Trade, 233150.900, 70, B06, S01, 1
B06, Trade, 233643.517, 70, B06, S02, 1
B06, Trade, 234592.367, 70, B06, S02, 1
B06, Trade, 239214.200, 68, B06, S02, 1
B06, Trade, 240808.217, 69, B06, S02, 1
B06, Trade, 281894.067, 70, B06, S00, 1
B06, Trade, 284933.850, 70, B06, S02, 1
B06, Trade, 291743.667, 70, B06, S06, 1
B06, Trade, 294304.950, 70, B06, S06, 1
B06, Trade, 330585.800, 70, B06, S04, 1
B06, Trade, 332982.217, 70, B06, S04, 1
B06, Trade, 334788.833, 70, B06, S03, 1
B06, Trade, 334991.683, 70, B06, S02, 1
B06, Trade, 336467.633, 70, B06, S04, 1
B06, Trade, 336782.350, 70, B06, S05, 1
B06, Trade, 336816.550, 70, B06, S04, 1
B06, Trade, 370259.433, 69, B06, S02, 1
B06, Trade, 375895.367, 70, B06, S00, 1
B06, Trade, 432009.500, 69, B06, S01, 1
B06, Trade, 503231.800, 70, B06, S03, 1
B06, Trade, 524031.533, 69, B06, S04, 1
B06, Trade, 524998.583, 70, B06, S03, 1
B06, Trade, 525812.800, 70, B06, S03, 1
B06, Trade, 526905.783, 69, B06, S03, 1
B06, Trade, 554979.583, 70, B06, S00, 1
