B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 1672092.049, 60, B03, S01, 1
B04, 11
B04, Trade, 223273.483, 63, B04, S01, 1
B04, Trade, 285752.900, 63, B04, S02, 1
B04, Trade, 784485.084, 63, B04, S03, 1
B04, Trade, 831376.034, 63, B04, S01, 1
B04, Trade, 864885.368, 63, B04, S02, 1
B04, Trade, 991354.718, 63, B04, S03, 1
B04, Trade, 1010467.101, 63, B04, S03, 1
B04, Trade, 1015093.235, 63, B04, S02, 1
B04, Trade, 1438138.267, 63, B04, S02, 1
B04, Trade, 1586044.100, 63, B04, S00, 1
B04, Trade, 1588562.600, 63, B04, S03, 1
B05, 100
B05, Trade, 276544.817, 67, B05, S05, 1
B05, Trade, 276846.950, 67, B05, S00, 1
B05, Trade, 277233.450, 67, B05, S00, 1
B05, Trade, 277565.533, 67, B05, S05, 1
B05, Trade, 277599.133, 67, B05, S01, 1
B05, Trade, 277700.683, 67, B05, S00, 1
B05, Trade, 277877.133, 67, B05, S00, 1
B05, Trade, 277964.533, 67, B05, S00, 1
B05, Trade, 278598.650, 67, B05, S01, 1
B05, Trade, 278889.617, 67, B05, S02, 1
B05, Trade, 279221.533, 67, B05, S00, 1
B05, Trade, 279824.750, 67, B05, S01, 1
B05, Trade, 279907.667, 67, B05, S04, 1
B05, Trade, 280198.217, 67, B05, S01, 1
B05, Trade, 280546.117, 67, B05, S01, 1
B05, Trade, 284403.550, 67, B05, S01, 1
B05, Trade, 285685.733, 67, B05, S03, 1
B05, Trade, 332065.400, 67, B05, S04, 1
B05, Trade, 332202.833, 67, B05, S00, 1
B05, Trade, 334629.200, 67, B05, S02, 1
B05, Trade, 335896.783, 67, B05, S02, 1
B05, Trade, 337736.517, 67, B05, S01, 1
B05, Trade, 338263.283, 67, B05, S05, 1
B05, Trade, 420135.033, 67, B05, S00, 1
B05, Trade, 588808.917, 67, B05, S02, 1
B05, Trade, 686636.434, 67, B05, S00, 1
B05, Trade, 729619.384, 67, B05, S01, 1
B05, Trade, 733777.034, 67, B05, S04, 1
B05, Trade, 738334.117, 67, B05, S02, 1
B05, Trade, 784485.034, 66, B05, S04, 1
B05, Trade, 832480.834, 67, B05, S03, 1
B05, Trade, 858717.134, 67, B05, S00, 1
B05, Trade, 863744.451, 67, B05, S00, 1
B05, Trade, 865824.784, 67, B05, S03, 1
B05, Trade, 866884.651, 67, B05, S01, 1
B05, Trade, 867569.118, 67, B05, S03, 1
B05, Trade, 867789.184, 67, B05, S02, 1
B05, Trade, 868341.568, 67, B05, S01, 1
B05, Trade, 868589.068, 67, B05, S03, 1
B05, Trade, 869320.634, 67, B05, S02, 1
B05, Trade, 869458.968, 64, B05, S00, 1
B05, Trade, 872990.368, 67, B05, S01, 1
B05, Trade, 938247.418, 67, B05, S02, 1
B05, Trade, 972432.385, 67, B05, S01, 1
B05, Trade, 976115.935, 67, B05, S02, 1
B05, Trade, 978750.601, 67, B05, S01, 1
B05, Trade, 987934.451, 67, B05, S00, 1
B05, Trade, 988731.451, 67, B05, S00, 1
B05, Trade, 989653.785, 67, B05, S01, 1
B05, Trade, 991354.335, 67, B05, S00, 1
B05, Trade, 992337.435, 67, B05, S01, 1
B05, Trade, 993195.801, 67, B05, S01, 1
B05, Trade, 997342.385, 60, B05, S03, 1
B05, Trade, 997854.418, 67, B05, S01, 1
B05, Trade, 998165.051, 67, B05, S03, 1
B05, Trade, 1006970.268, 67, B05, S03, 1
B05, Trade, 1008742.768, 67, B05, S01, 1
B05, Trade, 1012900.951, 67, B05, S02, 1
B05, Trade, 1021855.768, 67, B05, S03, 1
B05, Trade, 1039097.518, 67, B05, S03, 1
B05, Trade, 1424958.067, 66, B05, S04, 1
B05, Trade, 1484107.283, 67, B05, S04, 1
B05, Trade, 1484911.500, 66, B05, S01, 1
B05, Trade, 1485518.600, 66, B05, S03, 1
B05, Trade, 1488730.333, 67, B05, S01, 1
B05, Trade, 1563783.150, 67, B05, S01, 1
B05, Trade, 1584889.216, 67, B05, S02, 1
B05, Trade, 1585234.666, 65, B05, S02, 1
B05, Trade, 1585948.316, 66, B05, S02, 1
B05, Trade, 1586371.800, 67, B05, S00, 1
B05, Trade, 1589686.416, 67, B05, S02, 1
B05, Trade, 1590785.233, 67, B05, S00, 1
B05, Trade, 1623832.216, 66, B05, S01, 1
B05, Trade, 1624710.099, 67, B05, S01, 1
B05, Trade, 1626480.449, 67, B05, S00, 1
B05, Trade, 1670594.499, 67, B05, S00, 1
B05, Trade, 1672091.899, 67, B05, S00, 1
B05, Trade, 1672315.816, 67, B05, S00, 1
B05, Trade, 1672714.283, 67, B05, S04, 1
B05, Trade, 1672715.316, 64, S03, B05, 1
B05, Trade, 1674518.699, 67, B05, S00, 1
B05, Trade, 1677327.833, 67, B05, S03, 1
B05, Trade, 1681104.383, 67, B05, S04, 1
B05, Trade, 1697133.716, 66, B05, S03, 1
B05, Trade, 1715509.766, 67, B05, S02, 1
B05, Trade, 1716496.016, 67, B05, S02, 1
B05, Trade, 1731763.232, 67, B05, S00, 1
