B00, 0
B01, 0
B02, 0
B03, 0
B04, 100
B04, Trade, 568868.733, 60, B04, S01, 1
B04, Trade, 569243.933, 60, B04, S02, 1
B04, Trade, 571355.367, 60, B04, S01, 1
B04, Trade, 571579.767, 60, B04, S01, 1
B04, Trade, 572752.667, 60, B04, S01, 1
B04, Trade, 573135.783, 60, B04, S00, 1
B04, Trade, 574924.317, 60, B04, S02, 1
B04, Trade, 596132.417, 60, B04, S00, 1
B04, Trade, 597568.817, 60, B04, S01, 1
B04, Trade, 601044.600, 60, B04, S00, 1
B04, Trade, 609615.767, 60, B04, S03, 1
B04, Trade, 609639.717, 60, B04, S02, 1
B04, Trade, 611051.734, 60, B04, S01, 1
B04, Trade, 622701.434, 62, B04, S01, 1
B04, Trade, 649173.084, 60, B04, S02, 1
B04, Trade, 672616.967, 57, B04, S00, 1
B04, Trade, 673739.534, 59, B04, S01, 1
B04, Trade, 680507.150, 59, B04, S00, 1
B04, Trade, 684091.184, 62, B04, S01, 1
B04, Trade, 684312.050, 62, B04, S01, 1
B04, Trade, 684379.017, 62, B04, S00, 1
B04, Trade, 684465.284, 62, B04, S02, 1
B04, Trade, 685866.650, 62, B04, S02, 1
B04, Trade, 685971.250, 62, B04, S02, 1
B04, Trade, 686176.467, 62, B04, S03, 1
B04, Trade, 687331.984, 62, B04, S00, 1
B04, Trade, 688238.017, 62, B04, S02, 1
B04, Trade, 688265.300, 62, B04, S00, 1
B04, Trade, 688740.667, 62, B04, S00, 1
B04, Trade, 724912.751, 60, B04, S00, 1
B04, Trade, 725680.584, 60, B04, S02, 1
B04, Trade, 725699.401, 58, B04, S02, 1
B04, Trade, 728954.984, 60, B04, S00, 1
B04, Trade, 737172.851, 60, B04, S00, 1
B04, Trade, 740672.967, 60, B04, S01, 1
B04, Trade, 740838.184, 60, B04, S00, 1
B04, Trade, 741479.467, 60, B04, S01, 1
B04, Trade, 750375.351, 61, B04, S03, 1
B04, Trade, 752146.684, 61, B04, S01, 1
B04, Trade, 778549.901, 61, B04, S00, 1
B04, Trade, 779668.134, 60, B04, S02, 1
B04, Trade, 783485.967, 61, B04, S00, 1
B04, Trade, 786834.134, 59, B04, S00, 1
B04, Trade, 788517.967, 59, B04, S00, 1
B04, Trade, 813246.401, 59, B04, S01, 1
B04, Trade, 819548.718, 63, B04, S00, 1
B04, Trade, 864588.601, 58, B04, S00, 1
B04, Trade, 893198.534, 56, B04, S00, 1
B04, Trade, 893364.634, 56, B04, S00, 1
B04, Trade, 917325.501, 55, B04, S00, 1
B04, Trade, 928955.385, 62, B04, S00, 1
B04, Trade, 930046.551, 62, B04, S01, 1
B04, Trade, 930187.651, 62, B04, S00, 1
B04, Trade, 931789.668, 62, B04, S00, 1
B04, Trade, 931874.568, 62, B04, S00, 1
B04, Trade, 932646.768, 62, B04, S03, 1
B04, Trade, 932661.335, 62, B04, S00, 1
B04, Trade, 934860.351, 62, B04, S00, 1
B04, Trade, 935316.501, 62, B04, S00, 1
B04, Trade, 952270.785, 63, B04, S00, 1
B04, Trade, 953144.351, 63, B04, S00, 1
B04, Trade, 967676.951, 62, B04, S00, 1
B04, Trade, 978805.551, 61, B04, S00, 1
B04, Trade, 1066211.118, 62, B04, S01, 1
B04, Trade, 1088507.418, 63, B04, S00, 1
B04, Trade, 1088544.251, 63, B04, S00, 1
B04, Trade, 1089630.285, 63, B04, S00, 1
B04, Trade, 1090078.135, 63, B04, S03, 1
B04, Trade, 1090349.951, 63, B04, S00, 1
B04, Trade, 1092195.618, 63, B04, S00, 1
B04, Trade, 1094136.251, 63, B04, S00, 1
B04, Trade, 1102775.101, 63, B04, S02, 1
B04, Trade, 1104196.418, 63, B04, S03, 1
B04, Trade, 1106736.385, 63, B04, S03, 1
B04, Trade, 1106832.985, 63, B04, S00, 1
B04, Trade, 1108703.401, 63, B04, S00, 1
B04, Trade, 1120677.301, 63, B04, S00, 1
B04, Trade, 1136722.351, 63, B04, S02, 1
B04, Trade, 1138404.135, 62, B04, S00, 1
B04, Trade, 1143336.551, 62, B04, S01, 1
B04, Trade, 1186530.768, 61, B04, S00, 1
B04, Trade, 1187047.768, 61, B04, S00, 1
B04, Trade, 1189387.934, 63, B04, S00, 1
B04, Trade, 1189935.218, 63, B04, S00, 1
B04, Trade, 1246389.418, 62, B04, S00, 1
B04, Trade, 1256494.068, 60, B04, S02, 1
B04, Trade, 1256521.551, 61, B04, S03, 1
B04, Trade, 1258095.767, 60, B04, S00, 1
B04, Trade, 1258298.284, 61, B04, S02, 1
B04, Trade, 1335308.784, 62, B04, S03, 1
B04, Trade, 1375794.684, 63, B04, S01, 1
B04, Trade, 1579955.650, 62, B04, S02, 1
B04, Trade, 1731919.899, 62, B04, S01, 1
B04, Trade, 2031426.815, 61, B04, S00, 1
B04, Trade, 2107440.248, 62, B04, S00, 1
B04, Trade, 2216561.131, 62, B04, S02, 1
B04, Trade, 2270187.797, 61, B04, S01, 1
B04, Trade, 2278126.597, 61, B04, S02, 1
B04, Trade, 2316734.730, 61, B04, S01, 1
B04, Trade, 2448920.896, 62, B04, S03, 1
B05, 100
B05, Trade, 687288.350, 66, B05, S02, 1
B05, Trade, 688081.500, 66, B05, S02, 1
B05, Trade, 688942.684, 65, B05, S00, 1
B05, Trade, 704368.084, 66, B05, S02, 1
B05, Trade, 712569.551, 64, B05, S03, 1
B05, Trade, 718506.567, 64, B05, S00, 1
B05, Trade, 720132.484, 66, B05, S03, 1
B05, Trade, 720784.551, 66, B05, S01, 1
B05, Trade, 722243.551, 64, B05, S00, 1
B05, Trade, 753309.284, 65, B05, S00, 1
B05, Trade, 770347.651, 63, B05, S02, 1
B05, Trade, 774373.001, 64, B05, S01, 1
B05, Trade, 780597.501, 67, B05, S03, 1
B05, Trade, 785142.601, 66, B05, S01, 1
B05, Trade, 786492.767, 67, B05, S02, 1
B05, Trade, 790066.884, 66, B05, S00, 1
B05, Trade, 790608.401, 63, B05, S00, 1
B05, Trade, 851337.218, 66, B05, S02, 1
B05, Trade, 853807.068, 67, B05, S04, 1
B05, Trade, 854297.768, 60, B05, S01, 1
B05, Trade, 854650.751, 67, B05, S01, 1
B05, Trade, 871011.934, 67, B05, S01, 1
B05, Trade, 895167.918, 66, B05, S03, 1
B05, Trade, 921057.518, 64, B05, S04, 1
B05, Trade, 929065.001, 66, B05, S00, 1
B05, Trade, 931846.235, 64, B05, S02, 1
B05, Trade, 935132.351, 66, B05, S02, 1
B05, Trade, 935554.101, 64, B05, S00, 1
B05, Trade, 937162.618, 65, B05, S02, 1
B05, Trade, 946877.185, 67, B05, S01, 1
B05, Trade, 957780.201, 65, B05, S02, 1
B05, Trade, 958381.785, 66, B05, S00, 1
B05, Trade, 960286.485, 67, B05, S03, 1
B05, Trade, 961031.435, 67, B05, S03, 1
B05, Trade, 971469.885, 66, B05, S00, 1
B05, Trade, 987917.018, 66, B05, S00, 1
B05, Trade, 992234.218, 67, B05, S03, 1
B05, Trade, 993098.751, 65, B05, S03, 1
B05, Trade, 994191.901, 67, B05, S00, 1
B05, Trade, 995131.118, 67, B05, S00, 1
B05, Trade, 995412.068, 65, B05, S03, 1
B05, Trade, 996796.218, 65, B05, S00, 1
B05, Trade, 997944.718, 66, B05, S00, 1
B05, Trade, 998299.451, 66, B05, S02, 1
B05, Trade, 998433.768, 67, B05, S03, 1
B05, Trade, 999962.885, 67, B05, S02, 1
B05, Trade, 1000173.218, 66, B05, S00, 1
B05, Trade, 1000549.201, 65, B05, S02, 1
B05, Trade, 1000744.418, 67, B05, S00, 1
B05, Trade, 1012136.201, 63, B05, S02, 1
B05, Trade, 1013719.618, 59, B05, S00, 1
B05, Trade, 1014227.585, 64, B05, S02, 1
B05, Trade, 1015598.085, 67, B05, S03, 1
B05, Trade, 1016437.668, 66, B05, S03, 1
B05, Trade, 1016805.385, 67, B05, S02, 1
B05, Trade, 1018510.918, 67, B05, S00, 1
B05, Trade, 1019254.468, 67, B05, S01, 1
B05, Trade, 1019485.452, 67, B05, S01, 1
B05, Trade, 1019555.618, 67, B05, S00, 1
B05, Trade, 1019575.802, 66, B05, S00, 1
B05, Trade, 1020125.185, 67, B05, S00, 1
B05, Trade, 1020571.735, 66, B05, S00, 1
B05, Trade, 1020619.935, 66, B05, S03, 1
B05, Trade, 1021788.168, 67, B05, S03, 1
B05, Trade, 1036153.302, 65, B05, S03, 1
B05, Trade, 1036749.735, 66, B05, S03, 1
B05, Trade, 1073284.902, 67, B05, S02, 1
B05, Trade, 1085233.985, 66, S01, B05, 1
B05, Trade, 1121345.601, 67, B05, S00, 1
B05, Trade, 1121532.301, 65, B05, S00, 1
B05, Trade, 1135491.335, 67, B05, S00, 1
B05, Trade, 1142713.901, 67, B05, S04, 1
B05, Trade, 1232579.068, 67, B05, S03, 1
B05, Trade, 1289444.617, 67, B05, S00, 1
B05, Trade, 1290033.984, 67, B05, S00, 1
B05, Trade, 1293674.417, 67, B05, S00, 1
B05, Trade, 1296171.684, 67, B05, S03, 1
B05, Trade, 1297333.767, 67, B05, S03, 1
B05, Trade, 1300259.334, 67, B05, S01, 1
B05, Trade, 1301623.234, 67, B05, S00, 1
B05, Trade, 1302038.984, 67, B05, S00, 1
B05, Trade, 1303089.251, 67, B05, S00, 1
B05, Trade, 1341842.001, 67, B05, S02, 1
B05, Trade, 1345446.801, 66, B05, S00, 1
B05, Trade, 1390882.417, 67, B05, S02, 1
B05, Trade, 1391041.667, 67, B05, S02, 1
B05, Trade, 1392678.034, 67, B05, S03, 1
B05, Trade, 1394710.384, 67, B05, S00, 1
B05, Trade, 1396189.784, 67, B05, S02, 1
B05, Trade, 1396390.150, 67, B05, S03, 1
B05, Trade, 1399476.617, 66, B05, S00, 1
B05, Trade, 1440368.267, 67, B05, S00, 1
B05, Trade, 1443280.917, 67, B05, S00, 1
B05, Trade, 1444737.783, 67, B05, S01, 1
B05, Trade, 1445457.333, 67, B05, S01, 1
B05, Trade, 1663211.849, 67, B05, S05, 1
B05, Trade, 1667553.099, 67, B05, S02, 1
B05, Trade, 2203300.081, 67, B05, S00, 1
B05, Trade, 2243855.314, 63, B05, S02, 1
B05, Trade, 2316734.547, 62, B05, S03, 1
B06, 100
B06, Trade, 2311710.397, 70, B06, S03, 1
B06, Trade, 2313372.247, 70, B06, S03, 1
B06, Trade, 2313449.397, 68, B06, S01, 1
B06, Trade, 2313748.064, 70, B06, S04, 1
B06, Trade, 2314174.564, 70, B06, S02, 1
B06, Trade, 2314512.930, 70, B06, S02, 1
B06, Trade, 2314778.264, 69, B06, S03, 1
B06, Trade, 2314898.830, 70, B06, S00, 1
B06, Trade, 2316342.397, 65, B06, S03, 1
B06, Trade, 2316989.114, 70, B06, S00, 1
B06, Trade, 2317368.114, 69, B06, S01, 1
B06, Trade, 2317640.580, 69, B06, S02, 1
B06, Trade, 2317685.847, 70, B06, S02, 1
B06, Trade, 2317879.114, 69, B06, S03, 1
B06, Trade, 2318389.564, 70, B06, S04, 1
B06, Trade, 2318522.564, 69, B06, S03, 1
B06, Trade, 2320155.530, 67, B06, S04, 1
B06, Trade, 2320571.264, 70, B06, S02, 1
B06, Trade, 2321369.864, 69, B06, S04, 1
B06, Trade, 2321601.630, 70, B06, S02, 1
B06, Trade, 2323855.914, 70, B06, S05, 1
B06, Trade, 2325523.214, 70, B06, S04, 1
B06, Trade, 2327006.880, 70, B06, S03, 1
