B00, 0
B01, 0
B02, 0
B03, 1
B03, Trade, 1786082.399, 54, B03, S00, 1
B04, 1
B04, Trade, 376780.833, 63, B04, S00, 1
B05, 13
B05, Trade, 218462.433, 67, B05, S03, 1
B05, Trade, 220740.400, 67, B05, S00, 1
B05, Trade, 221525.417, 67, B05, S00, 1
B05, Trade, 276633.267, 67, B05, S01, 1
B05, Trade, 277366.217, 67, B05, S00, 1
B05, Trade, 278361.900, 67, B05, S00, 1
B05, Trade, 279523.650, 67, B05, S00, 1
B05, Trade, 297212.650, 67, B05, S04, 1
B05, Trade, 313891.733, 67, B05, S00, 1
B05, Trade, 319061.333, 67, B05, S00, 1
B05, Trade, 409203.567, 67, B05, S03, 1
B05, Trade, 458520.983, 59, B05, S00, 1
B05, Trade, 459869.300, 62, B05, S00, 1
B06, 5
B06, Trade, 330050.983, 70, B06, S04, 1
B06, Trade, 352360.650, 70, B06, S00, 1
B06, Trade, 365512.017, 70, B06, S04, 1
B06, Trade, 616992.967, 70, B06, S04, 1
B06, Trade, 765660.951, 70, B06, S06, 1
B07, 100
B07, Trade, 274207.217, 74, B07, S07, 1
B07, Trade, 275429.950, 71, B07, S04, 1
B07, Trade, 275957.717, 71, B07, S04, 1
B07, Trade, 275981.500, 73, B07, S02, 1
B07, Trade, 277356.583, 74, B07, S00, 1
B07, Trade, 277530.683, 72, B07, S00, 1
B07, Trade, 278188.300, 73, B07, S04, 1
B07, Trade, 278572.917, 70, B07, S04, 1
B07, Trade, 278960.550, 73, B07, S00, 1
B07, Trade, 281629.500, 74, B07, S00, 1
B07, Trade, 287956.733, 73, B07, S00, 1
B07, Trade, 302760.933, 68, B07, S03, 1
B07, Trade, 320156.817, 73, B07, S00, 1
B07, Trade, 324706.700, 74, B07, S04, 1
B07, Trade, 326480.650, 73, B07, S04, 1
B07, Trade, 327866.117, 69, B07, S04, 1
B07, Trade, 330637.117, 70, B07, S04, 1
B07, Trade, 351291.967, 71, B07, S00, 1
B07, Trade, 382574.600, 74, B07, S07, 1
B07, Trade, 385615.983, 74, B07, S00, 1
B07, Trade, 386378.433, 74, B07, S00, 1
B07, Trade, 386937.667, 74, B07, S00, 1
B07, Trade, 409587.033, 68, B07, S00, 1
B07, Trade, 425957.417, 74, B07, S00, 1
B07, Trade, 426392.600, 74, B07, S03, 1
B07, Trade, 426542.083, 74, B07, S00, 1
B07, Trade, 430025.050, 74, B07, S02, 1
B07, Trade, 430354.333, 74, B07, S00, 1
B07, Trade, 430641.117, 71, B07, S03, 1
B07, Trade, 431680.817, 74, B07, S03, 1
B07, Trade, 431927.033, 72, B07, S00, 1
B07, Trade, 434378.067, 74, B07, S04, 1
B07, Trade, 434494.400, 74, B07, S00, 1
B07, Trade, 434530.250, 74, B07, S04, 1
B07, Trade, 434733.183, 73, B07, S04, 1
B07, Trade, 434792.883, 73, B07, S03, 1
B07, Trade, 435136.050, 74, B07, S00, 1
B07, Trade, 435203.850, 74, B07, S04, 1
B07, Trade, 435414.067, 74, B07, S00, 1
B07, Trade, 435831.533, 74, B07, S03, 1
B07, Trade, 436115.250, 74, B07, S03, 1
B07, Trade, 436293.533, 74, B07, S00, 1
B07, Trade, 436614.250, 74, B07, S00, 1
B07, Trade, 436725.867, 73, B07, S04, 1
B07, Trade, 437151.483, 74, B07, S04, 1
B07, Trade, 437216.817, 74, B07, S04, 1
B07, Trade, 437332.483, 74, B07, S00, 1
B07, Trade, 437980.500, 74, B07, S04, 1
B07, Trade, 438034.017, 74, B07, S04, 1
B07, Trade, 438265.500, 74, B07, S04, 1
B07, Trade, 438373.083, 74, B07, S04, 1
B07, Trade, 454703.850, 68, B07, S02, 1
B07, Trade, 459357.100, 74, B07, S04, 1
B07, Trade, 460687.183, 68, B07, S00, 1
B07, Trade, 462764.167, 73, B07, S00, 1
B07, Trade, 463274.267, 74, B07, S00, 1
B07, Trade, 467499.600, 74, B07, S03, 1
B07, Trade, 467897.033, 73, B07, S00, 1
B07, Trade, 468227.500, 74, B07, S03, 1
B07, Trade, 475910.117, 74, B07, S00, 1
B07, Trade, 475923.600, 72, B07, S04, 1
B07, Trade, 476799.217, 74, B07, S00, 1
B07, Trade, 477043.800, 74, B07, S03, 1
B07, Trade, 477463.883, 74, B07, S00, 1
B07, Trade, 478986.517, 73, B07, S00, 1
B07, Trade, 479008.383, 74, B07, S00, 1
B07, Trade, 479890.817, 73, B07, S03, 1
B07, Trade, 479936.850, 74, B07, S00, 1
B07, Trade, 480020.100, 74, B07, S04, 1
B07, Trade, 480085.300, 74, B07, S00, 1
B07, Trade, 480186.200, 74, B07, S00, 1
B07, Trade, 480771.933, 73, B07, S00, 1
B07, Trade, 481536.200, 74, B07, S03, 1
B07, Trade, 481673.933, 74, B07, S00, 1
B07, Trade, 482073.500, 74, B07, S03, 1
B07, Trade, 485654.200, 74, B07, S00, 1
B07, Trade, 488054.650, 74, B07, S02, 1
B07, Trade, 489456.083, 74, B07, S00, 1
B07, Trade, 490714.033, 74, B07, S00, 1
B07, Trade, 491802.800, 74, B07, S07, 1
B07, Trade, 492438.500, 73, B07, S02, 1
B07, Trade, 492440.517, 74, B07, S03, 1
B07, Trade, 493235.767, 74, B07, S00, 1
B07, Trade, 494175.367, 74, B07, S04, 1
B07, Trade, 494968.800, 73, B07, S03, 1
B07, Trade, 505047.083, 74, B07, S00, 1
B07, Trade, 656187.900, 72, B07, S03, 1
B07, Trade, 860358.351, 74, B07, S03, 1
B07, Trade, 963100.451, 74, B07, S07, 1
B07, Trade, 1031262.618, 74, B07, S03, 1
B07, Trade, 1031832.435, 73, B07, S03, 1
B07, Trade, 1080658.685, 74, B07, S04, 1
B07, Trade, 1167843.284, 74, S07, B07, 1
B07, Trade, 1224140.018, 73, B07, S00, 1
B07, Trade, 1336416.734, 68, B07, S00, 1
B07, Trade, 1341884.067, 67, B07, S04, 1
B07, Trade, 1362296.650, 74, B07, S06, 1
B07, Trade, 1365029.750, 74, B07, S00, 1
B07, Trade, 2533858.763, 72, B07, S00, 1
B07, Trade, 2554260.813, 74, B07, S03, 1
B08, 100
B08, Trade, 1258888.367, 75, B08, S02, 1
B08, Trade, 1261233.317, 77, B08, S04, 1
B08, Trade, 1261828.901, 77, B08, S06, 1
B08, Trade, 1264818.567, 76, B08, S04, 1
B08, Trade, 1265360.251, 77, B08, S04, 1
B08, Trade, 1265562.167, 77, B08, S04, 1
B08, Trade, 1289497.867, 77, B08, S00, 1
B08, Trade, 1291557.834, 75, B08, S00, 1
B08, Trade, 1294338.551, 76, B08, S00, 1
B08, Trade, 1296387.584, 75, B08, S00, 1
B08, Trade, 1302396.817, 77, B08, S04, 1
B08, Trade, 1307543.501, 77, B08, S03, 1
B08, Trade, 1308435.167, 77, B08, S00, 1
B08, Trade, 1332456.117, 76, B08, S06, 1
B08, Trade, 1332544.017, 77, B08, S00, 1
B08, Trade, 1336327.951, 77, B08, S00, 1
B08, Trade, 1336663.734, 76, B08, S04, 1
B08, Trade, 1354257.317, 77, B08, S02, 1
B08, Trade, 1361617.117, 75, B08, S00, 1
B08, Trade, 1364629.067, 76, B08, S04, 1
B08, Trade, 1365531.200, 76, B08, S04, 1
B08, Trade, 1365633.300, 77, B08, S04, 1
B08, Trade, 1366202.617, 77, B08, S06, 1
B08, Trade, 1377914.267, 76, B08, S00, 1
B08, Trade, 1378903.900, 76, B08, S07, 1
B08, Trade, 1379709.917, 77, B08, S03, 1
B08, Trade, 1385557.550, 76, B08, S04, 1
B08, Trade, 1390292.234, 77, B08, S03, 1
B08, Trade, 1402426.867, 76, B08, S06, 1
B08, Trade, 1403328.600, 77, B08, S04, 1
B08, Trade, 1405267.334, 76, B08, S04, 1
B08, Trade, 1407150.284, 75, B08, S03, 1
B08, Trade, 1409125.600, 75, B08, S07, 1
B08, Trade, 1410117.717, 77, B08, S04, 1
B08, Trade, 1410284.617, 71, B08, S00, 1
B08, Trade, 1412491.550, 77, B08, S03, 1
B08, Trade, 1412603.584, 77, B08, S04, 1
B08, Trade, 1412890.084, 77, B08, S00, 1
B08, Trade, 1413813.334, 76, B08, S04, 1
B08, Trade, 1417124.384, 77, B08, S07, 1
B08, Trade, 1417454.550, 73, B08, S00, 1
B08, Trade, 1417936.034, 76, B08, S03, 1
B08, Trade, 1418337.434, 77, B08, S04, 1
B08, Trade, 1418773.267, 74, B08, S07, 1
B08, Trade, 1449185.167, 73, B08, S00, 1
B08, Trade, 1449534.500, 76, B08, S03, 1
B08, Trade, 1450207.017, 77, B08, S04, 1
B08, Trade, 1450286.950, 75, B08, S04, 1
B08, Trade, 1451237.933, 77, B08, S07, 1
B08, Trade, 1452637.700, 76, B08, S04, 1
B08, Trade, 1460661.283, 76, B08, S00, 1
B08, Trade, 1461623.550, 75, B08, S07, 1
B08, Trade, 1464088.567, 77, B08, S07, 1
B08, Trade, 1468053.317, 75, B08, S04, 1
B08, Trade, 1472589.217, 76, B08, S03, 1
B08, Trade, 1473782.700, 77, B08, S07, 1
B08, Trade, 1478583.083, 77, B08, S00, 1
B08, Trade, 1482012.883, 77, B08, S04, 1
B08, Trade, 1491520.417, 77, B08, S00, 1
B08, Trade, 1492284.017, 77, B08, S06, 1
B08, Trade, 1512584.933, 77, B08, S04, 1
B08, Trade, 1514138.200, 72, B08, S04, 1
B08, Trade, 1515971.533, 75, B08, S04, 1
B08, Trade, 1517148.433, 73, B08, S03, 1
B08, Trade, 1517882.250, 77, B08, S00, 1
B08, Trade, 1518244.950, 77, B08, S00, 1
B08, Trade, 1518963.967, 74, B08, S03, 1
B08, Trade, 1543581.350, 76, B08, S04, 1
B08, Trade, 1546598.583, 73, B08, S03, 1
