B00, 0
B01, 0
B02, 0
B03, 0
B04, 2
B04, Trade, 846524.684, 63, B04, S00, 1
B04, Trade, 2299156.797, 63, B04, S00, 1
B05, 71
B05, Trade, 59865.983, 67, B05, S02, 1
B05, Trade, 61676.233, 67, B05, S01, 1
B05, Trade, 101665.483, 67, B05, S01, 1
B05, Trade, 102032.833, 67, B05, S02, 1
B05, Trade, 178240.950, 67, B05, S03, 1
B05, Trade, 611230.584, 67, B05, S04, 1
B05, Trade, 626620.284, 67, B05, S04, 1
B05, Trade, 627268.800, 67, B05, S02, 1
B05, Trade, 627414.734, 67, B05, S05, 1
B05, Trade, 628445.950, 67, B05, S02, 1
B05, Trade, 628874.334, 67, B05, S03, 1
B05, Trade, 629025.650, 67, B05, S02, 1
B05, Trade, 629716.884, 67, B05, S03, 1
B05, Trade, 629733.467, 67, B05, S04, 1
B05, Trade, 630458.017, 67, B05, S02, 1
B05, Trade, 630863.567, 67, B05, S00, 1
B05, Trade, 630977.667, 67, B05, S03, 1
B05, Trade, 631027.100, 67, B05, S02, 1
B05, Trade, 631531.034, 67, B05, S02, 1
B05, Trade, 635398.317, 67, B05, S04, 1
B05, Trade, 640373.050, 67, B05, S05, 1
B05, Trade, 698045.800, 66, B05, S02, 1
B05, Trade, 843592.984, 67, B05, S01, 1
B05, Trade, 844251.001, 66, B05, S02, 1
B05, Trade, 848867.434, 67, B05, S02, 1
B05, Trade, 958721.068, 67, B05, S02, 1
B05, Trade, 962190.551, 67, B05, S04, 1
B05, Trade, 1141549.918, 66, B05, S04, 1
B05, Trade, 1404254.934, 66, B05, S01, 1
B05, Trade, 1427430.950, 67, B05, S02, 1
B05, Trade, 1430725.700, 67, B05, S00, 1
B05, Trade, 1462125.550, 67, B05, S01, 1
B05, Trade, 1463749.050, 66, B05, S02, 1
B05, Trade, 1488655.750, 67, B05, S01, 1
B05, Trade, 1526164.916, 66, B05, S01, 1
B05, Trade, 1568298.600, 67, B05, S04, 1
B05, Trade, 1661395.733, 67, B05, S02, 1
B05, Trade, 1863453.615, 67, B05, S01, 1
B05, Trade, 1874780.699, 67, B05, S01, 1
B05, Trade, 1876161.582, 67, B05, S02, 1
B05, Trade, 1932685.132, 67, S05, B05, 1
B05, Trade, 2104605.531, 67, B05, S05, 1
B05, Trade, 2214124.231, 67, B05, S03, 1
B05, Trade, 2215798.631, 67, B05, S05, 1
B05, Trade, 2217085.347, 67, B05, S04, 1
B05, Trade, 2257306.064, 67, B05, S03, 1
B05, Trade, 2260869.697, 67, B05, S04, 1
B05, Trade, 2260918.180, 67, B05, S00, 1
B05, Trade, 2261206.430, 67, B05, S00, 1
B05, Trade, 2262136.447, 67, B05, S04, 1
B05, Trade, 2262368.130, 67, B05, S03, 1
B05, Trade, 2262716.097, 67, B05, S04, 1
B05, Trade, 2262908.297, 67, B05, S00, 1
B05, Trade, 2263318.947, 67, B05, S03, 1
B05, Trade, 2263328.980, 66, B05, S00, 1
B05, Trade, 2263979.997, 67, B05, S00, 1
B05, Trade, 2264085.730, 67, B05, S00, 1
B05, Trade, 2264796.247, 67, B05, S04, 1
B05, Trade, 2264892.130, 67, B05, S03, 1
B05, Trade, 2265064.764, 67, B05, S04, 1
B05, Trade, 2265443.914, 67, B05, S04, 1
B05, Trade, 2265816.030, 67, B05, S00, 1
B05, Trade, 2266860.264, 67, B05, S05, 1
B05, Trade, 2267146.797, 67, B05, S04, 1
B05, Trade, 2347828.197, 67, B05, S03, 1
B05, Trade, 2353377.880, 67, B05, S03, 1
B05, Trade, 2356004.613, 64, B05, S01, 1
B05, Trade, 2356085.513, 67, B05, S03, 1
B05, Trade, 2356666.847, 67, B05, S04, 1
B05, Trade, 2358760.997, 67, B05, S03, 1
B05, Trade, 2435878.396, 67, B05, S02, 1
B06, 100
B06, Trade, 1774373.282, 70, B06, S04, 1
B06, Trade, 1775875.832, 69, B06, S03, 1
B06, Trade, 1778235.332, 69, B06, S03, 1
B06, Trade, 1781364.116, 70, B06, S05, 1
B06, Trade, 1782068.932, 70, B06, S03, 1
B06, Trade, 1784452.666, 70, B06, S05, 1
B06, Trade, 1790799.132, 70, B06, S02, 1
B06, Trade, 2099078.831, 70, B06, S02, 1
B06, Trade, 2102681.948, 69, B06, S04, 1
B06, Trade, 2103365.214, 70, B06, S00, 1
B06, Trade, 2103936.748, 70, B06, S02, 1
B06, Trade, 2104820.114, 70, B06, S04, 1
B06, Trade, 2105078.114, 70, B06, S04, 1
B06, Trade, 2105454.398, 70, B06, S04, 1
B06, Trade, 2108782.331, 70, B06, S05, 1
B06, Trade, 2109260.231, 70, B06, S02, 1
B06, Trade, 2202464.414, 70, B06, S04, 1
B06, Trade, 2203761.297, 70, B06, S00, 1
B06, Trade, 2227210.014, 70, B06, S01, 1
B06, Trade, 2230900.997, 70, B06, S01, 1
B06, Trade, 2235492.514, 70, B06, S02, 1
B06, Trade, 2248102.130, 70, B06, S00, 1
B06, Trade, 2297153.764, 70, B06, S06, 1
B06, Trade, 2297180.080, 70, B06, S06, 1
B06, Trade, 2297286.347, 70, B06, S03, 1
B06, Trade, 2297462.014, 70, B06, S00, 1
B06, Trade, 2297647.697, 70, B06, S05, 1
B06, Trade, 2297759.647, 70, B06, S06, 1
B06, Trade, 2298058.297, 70, B06, S05, 1
B06, Trade, 2298190.364, 70, B06, S04, 1
B06, Trade, 2298245.697, 65, B06, S04, 1
B06, Trade, 2298285.080, 70, B06, S00, 1
B06, Trade, 2298337.780, 70, B06, S04, 1
B06, Trade, 2298469.947, 70, B06, S05, 1
B06, Trade, 2298819.314, 70, B06, S04, 1
B06, Trade, 2298846.297, 70, B06, S00, 1
B06, Trade, 2298924.480, 70, B06, S03, 1
B06, Trade, 2298997.464, 70, B06, S03, 1
B06, Trade, 2299062.580, 70, B06, S03, 1
B06, Trade, 2299099.430, 70, B06, S00, 1
B06, Trade, 2299155.947, 64, S04, B06, 1
B06, Trade, 2299220.097, 70, B06, S03, 1
B06, Trade, 2299368.130, 70, B06, S03, 1
B06, Trade, 2299768.297, 70, B06, S06, 1
B06, Trade, 2299792.280, 70, B06, S03, 1
B06, Trade, 2299809.030, 70, B06, S05, 1
B06, Trade, 2299828.347, 70, B06, S04, 1
B06, Trade, 2299978.130, 70, B06, S03, 1
B06, Trade, 2300033.514, 70, B06, S04, 1
B06, Trade, 2300267.047, 64, B06, S00, 1
B06, Trade, 2300750.564, 70, B06, S00, 1
B06, Trade, 2300869.397, 70, B06, S03, 1
B06, Trade, 2300991.330, 70, B06, S00, 1
B06, Trade, 2301012.664, 70, B06, S00, 1
B06, Trade, 2301101.680, 70, B06, S03, 1
B06, Trade, 2301229.414, 70, B06, S03, 1
B06, Trade, 2301272.014, 70, B06, S00, 1
B06, Trade, 2301546.197, 70, B06, S05, 1
B06, Trade, 2301647.764, 70, B06, S05, 1
B06, Trade, 2301688.197, 70, B06, S00, 1
B06, Trade, 2301797.264, 70, B06, S06, 1
B06, Trade, 2301932.280, 70, B06, S00, 1
B06, Trade, 2302160.930, 70, B06, S03, 1
B06, Trade, 2302240.130, 64, B06, S04, 1
B06, Trade, 2302276.347, 70, B06, S05, 1
B06, Trade, 2302311.580, 70, B06, S03, 1
B06, Trade, 2302371.630, 70, B06, S03, 1
B06, Trade, 2302426.664, 70, B06, S04, 1
B06, Trade, 2302476.730, 70, B06, S04, 1
B06, Trade, 2302706.264, 70, B06, S04, 1
B06, Trade, 2302781.330, 70, B06, S00, 1
B06, Trade, 2302806.430, 67, B06, S04, 1
B06, Trade, 2302957.380, 70, B06, S04, 1
B06, Trade, 2302978.264, 70, B06, S04, 1
B06, Trade, 2303279.830, 70, B06, S00, 1
B06, Trade, 2303370.130, 70, B06, S00, 1
B06, Trade, 2303399.247, 70, B06, S02, 1
B06, Trade, 2303645.897, 70, B06, S02, 1
B06, Trade, 2303758.597, 70, B06, S04, 1
B06, Trade, 2303806.914, 70, B06, S04, 1
B06, Trade, 2303885.730, 70, B06, S05, 1
B06, Trade, 2303934.380, 70, B06, S04, 1
B06, Trade, 2303952.997, 70, B06, S04, 1
B06, Trade, 2303966.447, 68, B06, S03, 1
B06, Trade, 2324508.847, 70, B06, S03, 1
B06, Trade, 2352652.080, 70, B06, S05, 1
B06, Trade, 2352851.047, 70, B06, S03, 1
B06, Trade, 2390421.580, 70, B06, S06, 1
B06, Trade, 2392260.997, 70, B06, S03, 1
B06, Trade, 2396394.480, 70, B06, S01, 1
B06, Trade, 2396629.230, 70, B06, S04, 1
B06, Trade, 2396632.130, 70, B06, S06, 1
B06, Trade, 2398483.313, 70, B06, S00, 1
B06, Trade, 2423739.313, 65, B06, S04, 1
B06, Trade, 2503834.046, 70, B06, S05, 1
B06, Trade, 2504054.163, 70, B06, S05, 1
B06, Trade, 2549729.429, 70, B06, S03, 1
B06, Trade, 2553840.179, 70, B06, S06, 1
B06, Trade, 2554089.929, 69, B06, S01, 1
B06, Trade, 2587484.113, 70, B06, S00, 1
B07, 100
B07, Trade, 2356308.713, 74, B07, S04, 1
B07, Trade, 2356455.913, 71, B07, S01, 1
B07, Trade, 2356587.180, 74, B07, S06, 1
B07, Trade, 2356804.447, 74, B07, S04, 1
B07, Trade, 2356978.163, 74, B07, S04, 1
B07, Trade, 2357206.447, 74, B07, S04, 1
B07, Trade, 2357268.780, 74, B07, S03, 1
B07, Trade, 2357298.747, 74, B07, S01, 1
B07, Trade, 2357578.547, 74, B07, S05, 1
B07, Trade, 2357756.513, 74, B07, S06, 1
B07, Trade, 2357860.513, 74, B07, S01, 1
B07, Trade, 2358015.680, 74, B07, S04, 1
B07, Trade, 2358034.130, 74, B07, S06, 1
B07, Trade, 2358049.280, 74, B07, S01, 1
B07, Trade, 2358163.697, 71, B07, S06, 1
B07, Trade, 2358207.380, 74, B07, S01, 1
B07, Trade, 2358427.513, 74, B07, S04, 1
B07, Trade, 2358562.230, 74, B07, S06, 1
B07, Trade, 2358640.563, 74, B07, S04, 1
B07, Trade, 2358686.530, 74, B07, S05, 1
