Trd, 2590812.929, 150
Trd, 2590813.196, 150
Trd, 2590813.729, 150
Trd, 2590813.863, 150
Trd, 2590814.346, 150
Trd, 2590814.463, 150
Trd, 2590814.563, 150
Trd, 2590815.396, 144
Trd, 2590815.596, 144
Trd, 2590815.646, 110
Trd, 2590816.263, 103
Trd, 2590816.629, 103
Trd, 2590816.746, 104
Trd, 2590816.879, 110
Trd, 2590816.946, 111
Trd, 2590817.363, 108
Trd, 2590818.113, 150
Trd, 2590818.813, 150
Trd, 2590818.896, 150
Trd, 2590819.063, 150
Trd, 2590819.213, 150
Trd, 2590819.296, 150
Trd, 2590819.896, 149
Trd, 2590820.296, 148
Trd, 2590820.313, 148
Trd, 2590820.463, 149
Trd, 2590820.496, 136
Trd, 2590820.696, 123
Trd, 2590820.779, 116
Trd, 2590821.146, 103
Trd, 2590821.529, 144
Trd, 2590821.596, 130
Trd, 2590822.146, 125
Trd, 2590822.696, 104
Trd, 2590823.279, 100
Trd, 2590823.696, 101
Trd, 2590824.096, 102
Trd, 2590825.413, 100
Trd, 2590825.896, 102
Trd, 2590826.096, 103
Trd, 2590826.146, 100
Trd, 2590826.979, 147
Trd, 2590829.346, 149
Trd, 2590829.413, 148
Trd, 2590829.496, 147
Trd, 2590830.246, 150
Trd, 2590830.896, 150
Trd, 2590831.163, 150
Trd, 2590832.063, 150
Trd, 2590832.796, 150
Trd, 2590832.863, 150
Trd, 2590832.929, 150
Trd, 2590833.196, 150
Trd, 2590833.279, 150
Trd, 2590833.413, 150
Trd, 2590833.963, 150
Trd, 2590834.129, 150
Trd, 2590834.479, 149
Trd, 2590835.079, 127
Trd, 2590835.446, 127
Trd, 2590836.113, 114
Trd, 2590836.313, 100
Trd, 2590836.413, 109
Trd, 2590836.463, 110
Trd, 2590836.596, 114
Trd, 2590836.713, 100
Trd, 2590837.729, 102
Trd, 2590838.779, 127
Trd, 2590839.179, 126
Trd, 2590839.779, 150
Trd, 2590840.029, 144
Trd, 2590840.146, 130
Trd, 2590840.396, 124
Trd, 2590840.429, 149
Trd, 2590841.046, 116
Trd, 2590841.113, 144
Trd, 2590841.746, 150
Trd, 2590842.263, 150
Trd, 2590842.629, 125
Trd, 2590843.079, 122
Trd, 2590843.246, 122
Trd, 2590843.596, 122
Trd, 2590844.646, 146
Trd, 2590844.746, 140
Trd, 2590844.929, 146
Trd, 2590845.746, 135
Trd, 2590846.063, 141
Trd, 2590846.929, 133
Trd, 2590847.279, 100
Trd, 2590847.779, 102
Trd, 2590847.846, 103
Trd, 2590847.929, 107
Trd, 2590848.279, 120
Trd, 2590848.346, 119
Trd, 2590848.596, 141
Trd, 2590849.079, 147
Trd, 2590850.496, 150
Trd, 2590850.646, 127
Trd, 2590851.429, 150
Trd, 2590851.613, 150
Trd, 2590851.979, 149
Trd, 2590853.313, 145
Trd, 2590853.513, 147
Trd, 2590853.813, 146
Trd, 2590854.063, 146
Trd, 2590854.196, 144
Trd, 2590854.379, 147
Trd, 2590854.729, 140
Trd, 2590854.863, 105
Trd, 2590855.046, 144
Trd, 2590855.879, 108
Trd, 2590856.013, 107
Trd, 2590856.946, 114
Trd, 2590857.213, 107
Trd, 2590858.163, 147
Trd, 2590858.296, 148
Trd, 2590858.329, 147
Trd, 2590858.379, 146
Trd, 2590858.429, 145
Trd, 2590858.696, 144
Trd, 2590859.096, 115
Trd, 2590859.396, 123
Trd, 2590859.579, 141
Trd, 2590859.879, 139
Trd, 2590859.996, 128
Trd, 2590860.013, 116
Trd, 2590860.263, 104
Trd, 2590860.596, 106
Trd, 2590860.663, 140
Trd, 2590860.929, 105
Trd, 2590863.296, 150
Trd, 2590864.146, 150
Trd, 2590864.296, 150
Trd, 2590864.513, 150
Trd, 2590864.679, 150
Trd, 2590864.746, 150
Trd, 2590866.413, 150
Trd, 2590866.713, 150
Trd, 2590866.763, 150
Trd, 2590866.813, 150
Trd, 2590866.829, 150
Trd, 2590866.963, 150
Trd, 2590868.479, 150
Trd, 2590868.763, 150
Trd, 2590869.379, 148
Trd, 2590869.396, 149
Trd, 2590869.596, 150
Trd, 2590870.363, 147
Trd, 2590870.629, 142
Trd, 2590870.779, 147
Trd, 2590871.946, 113
Trd, 2590872.263, 120
Trd, 2590872.396, 115
Trd, 2590872.946, 142
Trd, 2590873.063, 143
Trd, 2590873.079, 115
Trd, 2590873.479, 101
Trd, 2590873.563, 146
Trd, 2590873.746, 146
Trd, 2590873.929, 110
Trd, 2590874.546, 146
Trd, 2590875.029, 135
Trd, 2590875.313, 130
Trd, 2590875.463, 129
Trd, 2590876.346, 129
Trd, 2590877.413, 129
Trd, 2590878.013, 129
