B00, 100
B00, Trade, 2590689.879, 127, B00, S11, 1
B00, Trade, 2590705.579, 110, S18, B00, 1
B00, Trade, 2590714.279, 100, S19, B00, 1
B00, Trade, 2590726.829, 102, S21, B00, 1
B00, Trade, 2590737.329, 109, B00, S13, 1
B00, Trade, 2590741.396, 104, S27, B00, 1
B00, Trade, 2590754.613, 149, B00, S12, 1
B00, Trade, 2590771.713, 101, S27, B00, 1
B00, Trade, 2590786.779, 123, S14, B00, 1
B00, Trade, 2590793.346, 100, S20, B00, 1
B00, Trade, 2590813.513, 100, S07, B00, 1
B00, Trade, 2590828.046, 120, S26, B00, 1
B00, Trade, 2590843.613, 100, S19, B00, 1
B00, Trade, 2590869.813, 142, S16, B00, 1
B00, Trade, 2590879.696, 131, B00, S00, 1
B00, Trade, 2590881.796, 105, S01, B00, 1
B00, Trade, 2590899.613, 109, S23, B00, 1
B00, Trade, 2590903.429, 105, S10, B00, 1
B00, Trade, 2590930.413, 128, B00, S01, 1
B00, Trade, 2590934.646, 108, S24, B00, 1
B00, Trade, 2590952.463, 102, B00, S15, 1
B00, Trade, 2590958.879, 106, S13, B00, 1
B00, Trade, 2590970.429, 121, B00, S09, 1
B00, Trade, 2590975.496, 104, S18, B00, 1
B00, Trade, 2590989.046, 113, S29, B00, 1
B00, Trade, 2591001.229, 100, S01, B00, 1
B00, Trade, 2591006.479, 103, S15, B00, 1
B00, Trade, 2591022.396, 103, B00, S26, 1
B00, Trade, 2591041.313, 102, S18, B00, 1
B00, Trade, 2591071.379, 145, S28, B00, 1
B00, Trade, 2591077.479, 107, S13, B00, 1
B00, Trade, 2591084.046, 106, S19, B00, 1
B00, Trade, 2591111.279, 148, B00, S13, 1
B00, Trade, 2591124.263, 139, B00, S09, 1
B00, Trade, 2591136.013, 100, S10, B00, 1
B00, Trade, 2591142.013, 100, S14, B00, 1
B00, Trade, 2591147.279, 101, S15, B00, 1
B00, Trade, 2591156.613, 102, B00, S08, 1
B00, Trade, 2591173.113, 150, B00, S00, 1
B00, Trade, 2591184.629, 100, S26, B00, 1
B00, Trade, 2591191.663, 108, S11, B00, 1
B00, Trade, 2591200.329, 108, S09, B00, 1
B00, Trade, 2591212.413, 114, S06, B00, 1
B00, Trade, 2591217.613, 102, S13, B00, 1
B00, Trade, 2591239.196, 103, S16, B00, 1
B00, Trade, 2591248.729, 102, S18, B00, 1
B00, Trade, 2591263.779, 112, S26, B00, 1
B00, Trade, 2591283.979, 100, S22, B00, 1
B00, Trade, 2591299.029, 104, S10, B00, 1
B00, Trade, 2591325.229, 101, S18, B00, 1
B00, Trade, 2591342.996, 110, S07, B00, 1
B00, Trade, 2591352.796, 100, S29, B00, 1
B00, Trade, 2591359.163, 100, S02, B00, 1
B00, Trade, 2591373.663, 117, B00, S23, 1
B00, Trade, 2591381.779, 101, S20, B00, 1
B00, Trade, 2591385.046, 100, S02, B00, 1
B00, Trade, 2591412.713, 100, S16, B00, 1
B00, Trade, 2591421.646, 143, B00, S14, 1
B00, Trade, 2591436.396, 105, S19, B00, 1
B00, Trade, 2591442.129, 101, S29, B00, 1
B00, Trade, 2591447.779, 116, S07, B00, 1
B00, Trade, 2591471.879, 139, B00, S21, 1
B00, Trade, 2591483.229, 115, B00, S04, 1
B00, Trade, 2591488.063, 100, S20, B00, 1
B00, Trade, 2591499.646, 102, S21, B00, 1
B00, Trade, 2591514.146, 100, B00, S08, 1
B00, Trade, 2591522.279, 105, S20, B00, 1
B00, Trade, 2591529.846, 100, S03, B00, 1
B00, Trade, 2591558.579, 100, S26, B00, 1
B00, Trade, 2591570.179, 100, S17, B00, 1
B00, Trade, 2591591.029, 101, S24, B00, 1
B00, Trade, 2591623.413, 138, B00, S21, 1
B00, Trade, 2591632.929, 125, S02, B00, 1
B00, Trade, 2591651.779, 133, S07, B00, 1
B00, Trade, 2591664.029, 135, S28, B00, 1
B00, Trade, 2591678.896, 104, S01, B00, 1
B00, Trade, 2591701.796, 124, B00, S15, 1
B00, Trade, 2591712.596, 140, B00, S20, 1
B00, Trade, 2591715.729, 100, S02, B00, 1
B00, Trade, 2591747.663, 127, B00, S25, 1
B00, Trade, 2591773.279, 114, S05, B00, 1
B00, Trade, 2591777.463, 103, S19, B00, 1
B00, Trade, 2591791.229, 149, B00, S19, 1
B00, Trade, 2591793.596, 119, S14, B00, 1
